timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
1792379161,4259850,4325386,0,0,0,0,0,0.0014651753,4.254913e-05,1.0882261e-09,1006,999
1792479329,4259850,4325386,0,0,0,0,0,0.0014570847,4.2995485e-05,1.0380895e-09,1006,999
1793285530,4259850,4325386,0,0,0,0,0,0.001236064,4.4956327e-05,8.525122e-10,1006,999
1794287053,4259850,4325386,0,0,0,0,0,0.0018040221,5.4137614e-05,1.077982e-09,1006,999
1795288750,4259850,4325386,0,0,0,0,0,0.02006333,0.0005394616,6.920161e-08,1006,999
1796295165,4259850,4325386,0,0,0,0,0,0.027930865,0.0011125731,1.9122962e-07,1006,999
1797301630,4259850,4325386,0,0,0,0,0,0.049363434,0.0018366285,8.5312473e-07,1006,999
1798308144,4259850,4325386,0,0,0,0,0,0.0648611,0.0031953866,2.3565347e-06,1006,999
1799314673,4259850,4325386,0,0,0,0,0,0.081069745,0.004447424,2.943972e-06,1006,999
1800321197,4259850,4325386,0,0,0,0,0,0.08494605,0.005188837,3.5569747e-06,1006,999
1801328075,4259850,4325386,0,0,0,0,0,0.07388755,0.0041877693,6.0687435e-06,1006,999
1802334303,4259850,4325386,0,0,0,0,0,0.077852994,0.0042037796,3.2654234e-06,1006,999
1803340767,4259850,4325386,0,0,0,0,0,0.08243666,0.0046318835,3.0634235e-06,1006,999
1804347354,4259850,4325386,0,0,0,0,0,0.08564523,0.004941238,3.8550647e-06,1006,999
1805353812,4259850,4325386,0,0,0,0,0,0.08508566,0.0050630965,3.8722974e-06,1006,999
1806360327,4259850,4325386,0,0,0,0,0,0.08554108,0.0043293005,3.0262263e-06,1006,999
1807366874,4259850,4325386,0,0,0,0,0,0.070270844,0.0038274517,2.4125795e-06,1006,999
1808368512,4259850,4325386,0,0,0,0,0,0.07527331,0.0041682087,3.0787248e-06,1006,999
1809374874,4259850,4325386,0,0,0,0,0,0.09157562,0.0050243586,1.15541525e-05,1006,999
1810381830,4259850,4325386,0,0,0,0,0,0.09437397,0.004595679,5.9116837e-06,1006,999
1811292770,4259850,4325386,0,0,0,0,0,0.103489086,0.0055362065,3.4952675e-06,1006,999
1812299292,4259850,4325386,0,0,0,0,0,0.10534559,0.00468901,4.8874103e-06,1006,999
1813305823,4259850,4325386,0,0,0,0,0,0.08625436,0.004341504,1.554378e-05,1006,999
1814307388,4259850,4325386,0,0,0,0,0,0.0782023,0.0041313707,8.180768e-06,1006,999
1815318844,4259850,4325386,0,0,0,0,0,0.06646938,0.0039263885,3.7242817e-06,1006,999
1816325376,4259850,4325386,0,0,0,0,0,0.06250925,0.0034383393,2.3608775e-06,1006,999
1817331855,4259850,4325386,0,0,0,0,0,0.060822718,0.0033789389,2.1845526e-06,1006,999
1818338372,4259850,4325386,0,0,0,0,0,0.06261536,0.0030779096,1.7661091e-06,1006,999
1819344921,4259850,4325386,0,0,0,0,0,0.059034474,0.0033893853,3.3118547e-06,1006,999
1820346640,4259850,4325386,0,0,0,0,0,0.016071815,0.00074023264,1.0167904e-06,1006,999
1821352973,4259850,4325386,0,0,0,0,0,0.0045990422,0.0002200794,3.307756e-07,1006,999
1822359424,4259850,4325386,0,0,0,0,0,0.0021821843,9.383074e-05,7.748961e-08,1006,999
1823365924,4259850,4325386,0,0,0,0,0,0.0014048886,5.3605276e-05,1.4772487e-08,1006,999
1824367427,4259850,4325386,0,0,0,0,0,0.0018679145,4.6792666e-05,3.2048493e-09,1006,999
