timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
42195458,4259850,4325386,0,0,0,0,0,0.0014198816,4.6489502e-05,6.4858924e-10,1005,1000
42295568,4259850,4325386,0,0,0,0,0,0.0012474507,4.6807407e-05,6.54331e-10,1005,1000
43201646,4259850,4325386,0,0,0,0,0,0.00087535183,4.3587526e-05,5.67778e-10,1005,1000
44207827,4259850,4325386,0,0,0,0,0,0.00095954497,4.2324384e-05,5.5007093e-10,1005,1000
45208979,4259850,4325386,0,0,0,0,0,0.0010062706,4.64877e-05,6.5319494e-10,1005,1000
46220176,4259850,4325386,0,0,0,0,0,0.0019202034,4.3188353e-05,5.49437e-10,1005,1000
47226344,4259850,4325386,0,0,0,0,0,0.0026062038,6.944437e-05,4.5917363e-09,1005,1000
48227668,4259850,4325386,0,0,0,0,0,0.017436735,0.0005426727,9.858019e-08,1005,1000
49233709,4259850,4325386,0,0,0,0,0,0.027885355,0.0007917373,2.113048e-07,1005,1000
50239886,4259850,4325386,0,0,0,0,0,0.034437254,0.00093460624,2.9791164e-07,1005,1000
51246092,4259850,4325386,0,0,0,0,0,0.04173538,0.0010768103,4.042787e-07,1005,1000
52252306,4259850,4325386,0,0,0,0,0,0.05191184,0.0014815746,6.9697927e-07,1005,1000
53258509,4259850,4325386,0,0,0,0,0,0.061633,0.002269041,1.8866602e-06,1005,1000
54264631,4259850,4325386,0,0,0,0,0,0.0682363,0.0031264236,3.64386e-06,1005,1000
55265951,4259850,4325386,0,0,0,0,0,0.08183351,0.004617834,6.77795e-06,1005,1000
56171932,4259850,4325386,0,0,0,0,0,0.07919945,0.0050574457,5.8175715e-06,1005,1000
57183092,4259850,4325386,0,0,0,0,0,0.083595246,0.0041679945,2.7131066e-06,1005,1000
58184593,4259850,4325386,0,0,0,0,0,0.07792737,0.0030276012,1.5526368e-06,1005,1000
59190474,4259850,4325386,0,0,0,0,0,0.08263246,0.0032870912,2.8838717e-06,1005,1000
60196658,4259850,4325386,0,0,0,0,0,0.08196768,0.0036210006,3.8069497e-06,1005,1000
61202853,4259850,4325386,0,0,0,0,0,0.09899842,0.0048833312,6.751492e-06,1005,1000
62204091,4259850,4325386,0,0,0,0,0,0.09626324,0.004946362,2.103048e-05,1005,1000
63210674,4259850,4325386,0,0,0,0,0,0.054918837,0.002956004,2.0005851e-05,1005,1000
64221452,4259850,4325386,0,0,0,0,0,0.020765733,0.0009051009,3.7853079e-06,1005,1000
65222878,4259850,4325386,0,0,0,0,0,0.008676924,0.0003131662,5.2446603e-07,1005,1000
66228851,4259850,4325386,0,0,0,0,0,0.0065747774,0.00020673624,7.856584e-08,1005,1000
67235053,4259850,4325386,0,0,0,0,0,0.0050177057,0.00017041556,1.3811002e-08,1005,1000
68241264,4259850,4325386,0,0,0,0,0,0.0055341134,0.00017342399,5.7277734e-09,1005,1000
69247696,4259850,4325386,0,0,0,0,0,0.00640778,0.00013898936,9.0701615e-09,1005,1000
70253742,4259850,4325386,0,0,0,0,0,0.0019613649,6.010685e-05,3.848493e-09,1005,1000
71259872,4259850,4325386,0,0,0,0,0,0.001222012,5.6078683e-05,7.3077766e-09,1005,1000
72266101,4259850,4325386,0,0,0,0,0,0.001307409,5.0340583e-05,3.6673327e-09,1005,1000
73267286,4259850,4325386,0,0,0,0,0,0.0015728013,7.741286e-05,8.903697e-08,1005,1000
74173599,4259850,4325386,0,0,0,0,0,0.003236646,0.00011898872,2.86947e-07,1005,1000
