timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
598122097,0.0,-0.013465968,-0.7608829,0.0,0.9284798,-0.002500143,-0.006251534,-0.371322,0.0,0.0,-0.0,0,0,0,0,0
598127096,0.0,-0.013465968,-0.7608785,0.0,0.92848057,-0.002500129,-0.006251539,-0.37131995,0.0,0.0,-0.0,0,0,0,0,0
598222337,0.0,-0.013465968,-0.7608728,0.0,0.92848164,-0.0025001112,-0.0062515466,-0.3713173,0.0,0.0,-0.0,0,0,0,0,0
598322592,0.0,-0.018362682,-0.7608102,0.0,0.9284752,-0.003408953,-0.008524886,-0.371281,0.0,0.0,-0.0,0,0,0,0,0
598422782,0.0,-0.013465968,-0.7608156,0.0,0.92849225,-0.0024999324,-0.006251618,-0.37129074,0.0,0.0,-0.0,0,0,0,0,0
598523026,0.0,-0.018362682,-0.7607708,0.0,0.92848253,-0.003408785,-0.008524953,-0.3712627,0.0,0.0,-0.0,0,0,0,0,0
598623196,0.0,-0.013465968,-0.76083624,0.0,0.92848843,-0.002499997,-0.006251592,-0.37130034,0.0,0.0,-0.0,0,0,0,0,0
598723428,0.0,-0.013465968,-0.7608954,0.0,0.92847747,-0.0025001818,-0.0062515186,-0.3713278,0.0,0.0,-0.0,0,0,0,0,0
598823787,0.0,-0.013465968,-0.7609761,0.0,0.9284625,-0.002500434,-0.0062514176,-0.37136525,0.0,0.0,-0.0,0,0,0,0,0
598924069,0.0,-0.018362682,-0.76098365,0.0,0.928443,-0.0034096923,-0.008524591,-0.37136152,0.0,0.0,-0.0,0,0,0,0,0
599024259,0.0,-0.018362682,-0.7610047,0.0,0.92843914,-0.003409782,-0.008524556,-0.37137127,0.0,0.0,-0.0,0,0,0,0,0
599124457,0.0,-0.013465968,-0.76103026,0.0,0.92845243,-0.0025006034,-0.00625135,-0.3713904,0.0,0.0,-0.0,0,0,0,0,0
599224666,0.0,-0.018362682,-0.7610571,0.0,0.92842937,-0.0034100055,-0.008524465,-0.37139562,0.0,0.0,-0.0,0,0,0,0,0
599324849,0.0,-0.018362682,-0.76107013,0.0,0.9284269,-0.003410061,-0.008524443,-0.37140167,0.0,0.0,-0.0,0,0,0,0,0
599425049,0.0,-0.013465968,-0.7611263,0.0,0.92843455,-0.0025009036,-0.0062512294,-0.371435,0.0,0.0,-0.0,0,0,0,0,0
599520319,0.0,-0.013465968,-0.7611507,0.0,0.92843,-0.0025009797,-0.006251199,-0.3714463,0.0,0.0,-0.0,0,0,0,0,0
599625551,0.0,-0.013465968,-0.76116127,0.0,0.92842805,-0.002501013,-0.0062511857,-0.37145123,0.0,0.0,-0.0,0,0,0,0,0
599720799,0.0,-0.018362682,-0.7611975,0.0,0.92840326,-0.0034106039,-0.008524226,-0.3714608,0.0,0.0,-0.0,0,0,0,0,0
599826102,0.0,-0.018362682,-0.7611962,0.0,0.9284035,-0.0034105985,-0.008524228,-0.3714602,0.0,0.0,-0.0,0,0,0,0,0
599926270,0.0,-0.013465968,-0.7612336,0.0,0.9284146,-0.002501239,-0.006251095,-0.37148482,0.0,0.0,-0.0,0,0,0,0,0
600021535,0.0,-0.013465968,-0.7612507,0.0,0.9284115,-0.0025012922,-0.0062510744,-0.3714927,0.0,0.0,-0.0,0,0,0,0,0
600126743,0.0,-0.018362682,-0.7612697,0.0,0.9283899,-0.0034109114,-0.008524103,-0.3714943,0.0,0.0,-0.0147929,0,0,0,0,0
600221979,0.0,-0.018362682,-0.7612877,0.0,0.9283865,-0.0034109883,-0.008524072,-0.37150267,0.0,0.0,-0.015779093,0,0,0,0,0
600322134,0.0,-0.013465968,-0.7612845,0.0,0.9284052,-0.0025013979,-0.006251032,-0.37150842,0.0,0.0,-0.015779093,0,0,0,0,0
600422357,0.0,-0.013465968,-0.7613291,0.0,0.9283969,-0.0025015373,-0.0062509757,-0.37152913,0.0,0.0,-0.051282052,0,0,0,0,0
600522635,0.0,-0.013465968,-0.76129115,0.0,0.928404,-0.0025014188,-0.0062510236,-0.37151152,0.0,0.0,-0.06706114,0,0,0,0,0
600622870,0.0,-0.018362682,-0.7611339,0.0,0.92841506,-0.0034103326,-0.008524334,-0.37143126,0.0,0.0,-0.15704142,0,0,0,0,0
600723109,0.0,-0.018362682,-0.7611339,0.0,0.92841506,-0.0034103326,-0.008524334,-0.37143126,0.0,0.0,-0.15786983,0,0,0,0,0
600823405,0.0,-0.013465968,-0.7611339,0.0,0.9284331,-0.0025009273,-0.0062512197,-0.3714385,0.0,0.0,-0.15869823,0,0,0,0,0
