timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
717683397,0.0,-0.0,-2.3728576,0.0,-0.37497294,0.0,0.0,0.92703575,0.0,0.0,-0.001,0,0,0,0,0
717695313,0.0,-0.0,-2.3728518,0.0,-0.37497553,0.0,0.0,0.92703474,0.0,0.0,-0.001,0,0,0,0,0
717733563,0.0,-0.0,-2.3728266,0.0,-0.37498727,0.0,0.0,0.92702997,0.0,0.0,-0.001,0,0,0,0,0
717783240,0.0,-0.0,-2.3728333,0.0,-0.37498417,0.0,0.0,0.9270312,0.0,0.0,-0.001,0,0,0,0,0
717833953,0.0,-0.0,-2.3728383,0.0,-0.37498188,0.0,0.0,0.9270321,0.0,0.0,-0.001,0,0,0,0,0
717883139,0.0,-0.0,-2.372679,0.0,-0.37505567,0.0,0.0,0.9270023,0.0,0.0,-0.001,0,0,0,0,0
717933332,0.0,-0.0,-2.3734748,0.0,-0.37468678,0.0,0.0,0.92715144,0.0,0.0,-0.001,0,0,0,0,0
717983306,0.0,-0.0,-2.372714,0.0,-0.37503943,0.0,0.0,0.92700887,0.0,0.0,-0.001,0,0,0,0,0
718033295,0.0,-0.0,-2.372612,0.0,-0.37508675,0.0,0.0,0.9269897,0.0,0.0,-0.001,0,0,0,0,0
718083032,0.0,-0.0,-2.3728385,0.0,-0.37498173,0.0,0.0,0.92703223,0.0,0.0,-0.001,0,0,0,0,0
718133140,0.0,-0.0,-2.3724942,0.0,-0.37514135,0.0,0.0,0.9269676,0.0,0.0,-0.001,0,0,0,0,0
718182964,0.0,-0.0,-2.3721597,0.0,-0.37529635,0.0,0.0,0.9269049,0.0,0.0,-0.001,0,0,0,0,0
718233485,0.0,-0.0,-2.372008,0.0,-0.37536663,0.0,0.0,0.9268764,0.0,0.0,-0.001,0,0,0,0,0
718283003,0.0,-0.0,-2.371709,0.0,-0.37550518,0.0,0.0,0.9268203,0.0,0.0,-0.001,0,0,0,0,0
718332743,0.0,-0.0,-2.3714404,0.0,-0.3756297,0.0,0.0,0.92676985,0.0,0.0,-0.001,0,0,0,0,0
718382605,0.0,-0.0,-2.371812,0.0,-0.37545747,0.0,0.0,0.9268396,0.0,0.0,-0.001,0,0,0,0,0
718432646,0.0,-0.0,-2.3720233,0.0,-0.37535957,0.0,0.0,0.9268793,0.0,0.0,-0.001,0,0,0,0,0
718482460,0.0,-0.0,-2.3723168,0.0,-0.37522352,0.0,0.0,0.92693436,0.0,0.0,-0.001,0,0,0,0,0
718532493,0.0,-0.0,-2.3728824,0.0,-0.37496144,0.0,0.0,0.92704046,0.0,0.0,-0.001,0,0,0,0,0
718582314,0.0,-0.0,-2.3734841,0.0,-0.37468243,0.0,0.0,0.9271532,0.0,0.0,-0.001,0,0,0,0,0
718632653,0.0,-0.0,-2.3734336,0.0,-0.3747059,0.0,0.0,0.92714375,0.0,0.0,-0.001,0,0,0,0,0
718682243,0.0,-0.0,-2.373671,0.0,-0.37459582,0.0,0.0,0.9271882,0.0,0.0,-0.001,0,0,0,0,0
718732546,0.0,-0.0,-2.3740025,0.0,-0.3744422,0.0,0.0,0.92725027,0.0,0.0,-0.001,0,0,0,0,0
718782396,0.0,-0.0,-2.3738973,0.0,-0.37449092,0.0,0.0,0.9272306,0.0,0.0,-0.001,0,0,0,0,0
718832173,0.0,-0.0,-2.3736777,0.0,-0.3745927,0.0,0.0,0.92718947,0.0,0.0,-0.001,0,0,0,0,0
718882002,0.0,-0.0,-2.3736577,0.0,-0.374602,0.0,0.0,0.9271857,0.0,0.0,-0.001,0,0,0,0,0
718932722,0.0,-0.0,-2.373404,0.0,-0.37471962,0.0,0.0,0.9271382,0.0,0.0,-0.001,0,0,0,0,0
718982024,0.0,-0.0,-2.3731847,0.0,-0.3748213,0.0,0.0,0.9270971,0.0,0.0,-0.001,0,0,0,0,0
719032221,0.0,-0.0,-2.3738916,0.0,-0.3744936,0.0,0.0,0.9272295,0.0,0.0,-0.001,0,0,0,0,0
719081791,0.0,-0.0,-2.3740153,0.0,-0.37443617,0.0,0.0,0.9272527,0.0,0.0,-0.001,0,0,0,0,0
719131807,0.0,-0.0,-2.3741856,0.0,-0.37435728,0.0,0.0,0.92728454,0.0,0.0,-0.001,0,0,0,0,0
719181646,0.0,-0.0,-2.3743744,0.0,-0.37426975,0.0,0.0,0.9273199,0.0,0.0,-0.001,0,0,0,0,0
719231974,0.0,-0.0,-2.3742201,0.0,-0.37434125,0.0,0.0,0.92729104,0.0,0.0,-0.001,0,0,0,0,0
719281548,0.0,-0.0,-2.3736587,0.0,-0.37460154,0.0,0.0,0.9271859,0.0,0.0,-0.001,0,0,0,0,0
719331857,0.0,-0.0,-2.3726697,0.0,-0.37505996,0.0,0.0,0.9270005,0.0,0.0,-0.001,0,0,0,0,0
719381473,0.0,-0.0,-2.3721275,0.0,-0.37531126,0.0,0.0,0.92689884,0.0,0.0,-0.001,0,0,0,0,0
719432010,0.0,-0.0,-2.3722706,0.0,-0.37524498,0.0,0.0,0.9269257,0.0,0.0,-0.001,0,0,0,0,0
719481439,0.0,-0.0,-2.3726459,0.0,-0.37507105,0.0,0.0,0.92699605,0.0,0.0,-0.001,0,0,0,0,0
719531694,0.0,-0.0,-2.372418,0.0,-0.37517667,0.0,0.0,0.9269533,0.0,0.0,-0.001,0,0,0,0,0
719581221,0.0,-0.0,-2.3729358,0.0,-0.37493667,0.0,0.0,0.9270504,0.0,0.0,-0.001,0,0,0,0,0
719631884,0.0,-0.0,-2.373393,0.0,-0.37472466,0.0,0.0,0.9271362,0.0,0.0,-0.001,0,0,0,0,0
719681253,0.0,-0.0,-2.3734815,0.0,-0.3746837,0.0,0.0,0.9271527,0.0,0.0,-0.001,0,0,0,0,0
719731847,0.0,-0.0,-2.3735137,0.0,-0.3746688,0.0,0.0,0.9271587,0.0,0.0,-0.001,0,0,0,0,0
