timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
96048113,0.0,-0.009793431,-2.4462056,0.0,0.34072617,-0.004603683,-0.0016684524,-0.94014984,0.0,0.0,-0.0,0,0,0,0,0
96053105,0.0,-0.009793431,-2.4461985,0.0,0.34072953,-0.004603677,-0.0016684688,-0.94014865,0.0,0.0,-0.0,0,0,0,0,0
96148311,0.0,-0.009793431,-2.4459474,0.0,0.34084755,-0.0046034674,-0.0016690467,-0.94010586,0.0,0.0,-0.0,0,0,0,0,0
96248463,0.0,-0.009793431,-2.4458113,0.0,0.34091154,-0.004603354,-0.0016693601,-0.94008267,0.0,0.0,-0.0,0,0,0,0,0
96348677,0.0,-0.009793431,-2.4456086,0.0,0.3410068,-0.0046031848,-0.0016698265,-0.9400481,0.0,0.0,-0.0,0,0,0,0,0
96448996,0.0,-0.009793431,-2.445623,0.0,0.34100008,-0.004603197,-0.0016697936,-0.94005054,0.0,0.0,-0.0,0,0,0,0,0
96549257,0.0,-0.009793431,-2.445555,0.0,0.341032,-0.0046031396,-0.00166995,-0.9400389,0.0,0.0,-0.0,0,0,0,0,0
96644358,0.0,-0.009793431,-2.4455624,0.0,0.34102854,-0.004603146,-0.001669933,-0.94004023,0.0,0.0,-0.0,0,0,0,0,0
96749674,0.0,-0.009793431,-2.445488,0.0,0.3410635,-0.004603084,-0.0016701042,-0.94002753,0.0,0.0,-0.0,0,0,0,0,0
96849928,0.0,-0.009793431,-2.4454389,0.0,0.34108657,-0.004603043,-0.0016702171,-0.9400192,0.0,0.0,-0.0,0,0,0,0,0
96945157,0.0,-0.009793431,-2.445385,0.0,0.3411119,-0.004602998,-0.0016703411,-0.94000995,0.0,0.0,-0.0,0,0,0,0,0
97050400,0.0,-0.009793431,-2.4453237,0.0,0.34114072,-0.004602947,-0.0016704823,-0.9399995,0.0,0.0,-0.0,0,0,0,0,0
97145569,0.0,-0.009793431,-2.4453037,0.0,0.3411501,-0.00460293,-0.0016705282,-0.93999606,0.0,0.0,-0.0,0,0,0,0,0
97245820,0.0,-0.009793431,-2.4452686,0.0,0.3411666,-0.0046029007,-0.001670609,-0.9399901,0.0,0.0,-0.0,0,0,0,0,0
97345972,0.0,-0.009793431,-2.4452825,0.0,0.3411601,-0.0046029123,-0.0016705771,-0.9399925,0.0,0.0,-0.0,0,0,0,0,0
97446209,0.0,-0.009793431,-2.445231,0.0,0.3411843,-0.0046028695,-0.0016706956,-0.9399837,0.0,0.0,-0.0,0,0,0,0,0
97551444,0.0,-0.009793431,-2.4452662,0.0,0.34116772,-0.004602899,-0.0016706145,-0.93998975,0.0,0.0,-0.0,0,0,0,0,0
97646774,0.0,-0.009793431,-2.4452639,0.0,0.34116882,-0.004602897,-0.0016706199,-0.9399893,0.0,0.0,-0.03254438,0,0,0,0,0
97747024,0.0,-0.009793431,-2.4453175,0.0,0.3411436,-0.0046029417,-0.0016704964,-0.93999845,0.0,0.0,-0.18603551,0,0,0,0,0
