timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
63450247,0.0,-0.0012241788,-0.91370535,0.0,0.89744514,-0.00027000837,-0.0005493167,-0.44112566,0.0,0.0,-0.0,0,0,0,0,0
63455335,0.0,-0.0012241788,-0.91371787,0.0,0.8974424,-0.0002700118,-0.00054931507,-0.44113126,0.0,0.0,-0.0,0,0,0,0,0
63550542,0.0,-0.0012241788,-0.9137095,0.0,0.8974442,-0.00027000954,-0.0005493161,-0.44112754,0.0,0.0,-0.0,0,0,0,0,0
63650846,0.0,-0.0012241788,-0.9135326,0.0,0.8974832,-0.00026996093,-0.00054934004,-0.44104815,0.0,0.0,-0.0,0,0,0,0,0
63750984,0.0,-0.0012241788,-0.91350114,0.0,0.89749014,-0.0002699523,-0.0005493443,-0.44103402,0.0,0.0,-0.0,0,0,0,0,0
63851203,0.0,-0.0012241788,-0.91361254,0.0,0.89746565,-0.00026998288,-0.00054932927,-0.441084,0.0,0.0,-0.0,0,0,0,0,0
63951412,0.0,-0.0012241788,-0.9137352,0.0,0.8974385,-0.00027001658,-0.0005493127,-0.44113904,0.0,0.0,-0.0,0,0,0,0,0
64051664,0.0,-0.0012241788,-0.913883,0.0,0.8974059,-0.00027005715,-0.0005492927,-0.44120535,0.0,0.0,-0.0,0,0,0,0,0
64151911,0.0,-0.0012241788,-0.9142112,0.0,0.8973335,-0.0002701473,-0.0005492484,-0.44135264,0.0,0.0,-0.0,0,0,0,0,0
64252162,0.0,-0.0048967153,-0.9144391,0.0,0.8972807,-0.0010808385,-0.0021968684,-0.44145364,0.0,0.0,-0.0,0,0,0,0,0
64352516,0.0,-0.0012241788,-0.9147047,0.0,0.8972246,-0.0002702828,-0.0005491817,-0.441574,0.0,0.0,-0.0,0,0,0,0,0
64452761,0.0,-0.0012241788,-0.9147292,0.0,0.8972192,-0.00027028954,-0.0005491784,-0.441585,0.0,0.0,-0.0,0,0,0,0,0
64547992,0.0,-0.0012241788,-0.9146316,0.0,0.8972407,-0.00027026277,-0.0005491916,-0.44154125,0.0,0.0,-0.0,0,0,0,0,0
64653249,0.0,-0.0012241788,-0.9147927,0.0,0.8972052,-0.00027030698,-0.00054916984,-0.44161353,0.0,0.0,-0.0,0,0,0,0,0
64753474,0.0,-0.0048967153,-0.9149954,0.0,0.8971579,-0.0010814494,-0.0021965676,-0.4417032,0.0,0.0,-0.0,0,0,0,0,0
64848700,0.0,-0.0048967153,-0.9151038,0.0,0.89713395,-0.0010815685,-0.002196509,-0.44175184,0.0,0.0,-0.0,0,0,0,0,0
64953968,0.0,-0.0012241788,-0.91486156,0.0,0.8971899,-0.0002703259,-0.0005491605,-0.4416444,0.0,0.0,-0.0,0,0,0,0,0
65049251,0.0,-0.0012241788,-0.91511524,0.0,0.89713395,-0.00027039554,-0.00054912624,-0.4417582,0.0,0.0,-0.0,0,0,0,0,0
65149476,0.0,-0.0012241788,-0.9150392,0.0,0.89715075,-0.00027037467,-0.00054913654,-0.4417241,0.0,0.0,-0.0,0,0,0,0,0
65249787,0.0,-0.0048967153,-0.9152456,0.0,0.89710265,-0.0010817243,-0.0021964323,-0.44181544,0.0,0.0,-0.0,0,0,0,0,0
65349993,0.0,-0.0012241788,-0.9151649,0.0,0.897123,-0.0002704092,-0.00054911955,-0.44178048,0.0,0.0,-0.0,0,0,0,0,0
65455259,0.0,-0.0012241788,-0.9154873,0.0,0.89705175,-0.0002704977,-0.00054907595,-0.44192508,0.0,0.0,-0.0,0,0,0,0,0
65550423,0.0,-0.0012241788,-0.9156443,0.0,0.89701706,-0.0002705408,-0.0005490547,-0.4419955,0.0,0.0,-0.0,0,0,0,0,0
65650654,0.0,-0.0012241788,-0.91605806,0.0,0.89692557,-0.00027065436,-0.0005489987,-0.44218105,0.0,0.0,-0.0,0,0,0,0,0
65750871,0.0,-0.0012241788,-0.915913,0.0,0.89695764,-0.00027061455,-0.0005490183,-0.442116,0.0,0.0,-0.0,0,0,0,0,0
65851117,0.0,-0.0048967153,-0.9160086,0.0,0.89693403,-0.0010825621,-0.0021960195,-0.44215766,0.0,0.0,-0.0,0,0,0,0,0
65951355,0.0,-0.0048967153,-0.9163414,0.0,0.8968604,-0.0010829276,-0.0021958393,-0.4423069,0.0,0.0,-0.0,0,0,0,0,0
66051603,0.0,-0.0012241788,-0.91662806,0.0,0.89679956,-0.00027081082,-0.0005489216,-0.44243667,0.0,0.0,-0.0,0,0,0,0,0
66151875,0.0,-0.0012241788,-0.91677666,0.0,0.89676666,-0.00027085163,-0.00054890144,-0.4425033,0.0,0.0,-0.0,0,0,0,0,0
66252103,0.0,-0.0012241788,-0.91705257,0.0,0.89670557,-0.00027092732,-0.000548864,-0.442627,0.0,0.0,-0.0,0,0,0,0,0
66352414,0.0,-0.0012241788,-0.917104,0.0,0.89669424,-0.00027094147,-0.0005488571,-0.44265008,0.0,0.0,-0.0,0,0,0,0,0
66452677,0.0,-0.0048967153,-0.91725844,0.0,0.8966575,-0.0010839343,-0.0021953427,-0.4427181,0.0,0.0,-0.0,0,0,0,0,0
66552906,-0.0012072533,-0.0048967144,-0.9174485,0.0,0.8966146,-0.0016253634,-0.0019279509,-0.44280455,0.0,0.0,-0.0,0,0,0,0,0
66648180,0.0,-0.0048967153,-0.9174568,0.0,0.89661366,-0.001084152,-0.002195235,-0.44280702,0.0,0.0,-0.0,0,0,0,0,0
66753444,0.0,-0.0048967153,-0.91764426,0.0,0.89657205,-0.0010843577,-0.0021951334,-0.44289106,0.0,0.0,-0.0,0,0,0,0,0
66853653,0.0,-0.0048967153,-0.9176427,0.0,0.8965725,-0.001084356,-0.0021951343,-0.44289035,0.0,0.0,-0.0,0,0,0,0,0
66948892,0.0,-0.0048967153,-0.9177619,0.0,0.89654607,-0.001084487,-0.0021950696,-0.4429438,0.0,0.0,-0.0,0,0,0,0,0
67054161,0.0,-0.0048967153,-0.9179014,0.0,0.89651513,-0.00108464,-0.002194994,-0.44300634,0.0,0.0,-0.0,0,0,0,0,0
