timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
467107666,0.0,0.0,-2.6370397,0.0,0.24960904,0.0,0.0,-0.9683467,0.0,0.0,-0.0,0,0,0,0,0
467112708,0.0,0.0,-2.637041,0.0,0.24960835,0.0,0.0,-0.9683469,0.0,0.0,-0.0,0,0,0,0,0
467212943,0.0,0.0,-2.6370692,0.0,0.24959473,0.0,0.0,-0.9683504,0.0,0.0,-0.0,0,0,0,0,0
467313151,0.0,0.0,-2.6370606,0.0,0.24959889,0.0,0.0,-0.96834934,0.0,0.0,-0.0,0,0,0,0,0
467413418,0.0,0.0,-2.6370995,0.0,0.24958007,0.0,0.0,-0.96835417,0.0,0.0,-0.0,0,0,0,0,0
467508611,0.0,0.0,-2.6371205,0.0,0.24956991,0.0,0.0,-0.9683568,0.0,0.0,-0.0,0,0,0,0,0
467613833,0.0,0.0,-2.63718,0.0,0.24954104,0.0,0.0,-0.96836424,0.0,0.0,-0.0,0,0,0,0,0
467709047,0.0,0.0,-2.6372185,0.0,0.24952246,0.0,0.0,-0.968369,0.0,0.0,-0.0,0,0,0,0,0
467809276,0.0,0.0,-2.637269,0.0,0.249498,0.0,0.0,-0.9683753,0.0,0.0,-0.0,0,0,0,0,0
467914519,0.0,0.0,-2.637348,0.0,0.24945977,0.0,0.0,-0.96838516,0.0,0.0,-0.0,0,0,0,0,0
468009855,0.0,0.0,-2.637431,0.0,0.2494196,0.0,0.0,-0.96839553,0.0,0.0,-0.0,0,0,0,0,0
468115065,0.0,0.0,-2.6374707,0.0,0.24940033,0.0,0.0,-0.9684005,0.0,0.0,-0.0,0,0,0,0,0
468210323,0.0,0.0,-2.637563,0.0,0.24935564,0.0,0.0,-0.968412,0.0,0.0,-0.0,0,0,0,0,0
