timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
154767501,0.0,-0.0,3.019088,0.0,0.061214026,0.0,0.0,0.99812466,0.0,0.0,-0.001,0,0,0,0,0
154818067,0.0,-0.0,3.0190384,0.0,0.061238766,0.0,0.0,0.9981231,0.0,0.0,-0.001,0,0,0,0,0
154867435,0.0,-0.0,3.0190022,0.0,0.06125686,0.0,0.0,0.99812204,0.0,0.0,-0.001,0,0,0,0,0
154917701,0.0,-0.0,3.018938,0.0,0.06128886,0.0,0.0,0.99812007,0.0,0.0,-0.001,0,0,0,0,0
154967549,0.0,-0.0,3.0184333,0.0,0.06154075,0.0,0.0,0.9981046,0.0,0.0,-0.001,0,0,0,0,0
155018044,0.0,-0.0,3.0168347,0.0,0.06233852,0.0,0.0,0.9980551,0.0,0.0,-0.001,0,0,0,0,0
155067298,0.0,-0.0,3.0158527,0.0,0.06282857,0.0,0.0,0.99802434,0.0,0.0,-0.001,0,0,0,0,0
155117881,0.0,-0.0,3.0164871,0.0,0.06251198,0.0,0.0,0.9980442,0.0,0.0,-0.001,0,0,0,0,0
155167092,0.0,-0.0,3.0166001,0.0,0.06245559,0.0,0.0,0.99804777,0.0,0.0,-0.001,0,0,0,0,0
155217412,0.0,-0.0,3.0163755,0.0,0.062567666,0.0,0.0,0.99804074,0.0,0.0,-0.001,0,0,0,0,0
155267028,0.0,-0.0,3.0164948,0.0,0.06250818,0.0,0.0,0.99804443,0.0,0.0,-0.001,0,0,0,0,0
155317331,0.0,-0.0,3.0165138,0.0,0.06249866,0.0,0.0,0.998045,0.0,0.0,-0.001,0,0,0,0,0
155367224,0.0,-0.0,3.0164769,0.0,0.0625171,0.0,0.0,0.9980439,0.0,0.0,-0.001,0,0,0,0,0
155426869,0.0,-0.0,3.016499,0.0,0.06250603,0.0,0.0,0.9980446,0.0,0.0,-0.001,0,0,0,0,0
155466849,0.0,-0.0,3.016452,0.0,0.06252948,0.0,0.0,0.9980431,0.0,0.0,-0.001,0,0,0,0,0
155517145,0.0,-0.0,3.0164638,0.0,0.06252365,0.0,0.0,0.9980435,0.0,0.0,-0.001,0,0,0,0,0
155566782,0.0,-0.0,3.0164828,0.0,0.06251413,0.0,0.0,0.9980441,0.0,0.0,-0.001,0,0,0,0,0
155616712,0.0,-0.0,3.0164895,0.0,0.062510796,0.0,0.0,0.9980443,0.0,0.0,-0.001,0,0,0,0,0
155667310,0.0,-0.0,3.016491,0.0,0.06251008,0.0,0.0,0.9980443,0.0,0.0,-0.001,0,0,0,0,0
