timestamp,load,ram_usage
143466815,0.39406013,0.53393894
143967308,0.55406725,0.5340395
144466778,0.44967687,0.5340395
144966753,0.43448442,0.5340395
145466694,0.43984753,0.5340395
145966695,0.43177938,0.5340395
146466704,0.43608987,0.5340395
146966691,0.43845278,0.5340395
147466692,0.4424631,0.5340395
147966697,0.43476737,0.5340395
148466692,0.44318557,0.5340395
148966692,0.43122602,0.5340395
149466695,0.43750423,0.5340395
149966792,0.42880708,0.5340395
150467113,0.4263277,0.5340395
150966717,0.4337172,0.5340395
151466697,0.44081026,0.5340395
151966739,0.43890613,0.5340395
152467051,0.44375712,0.5346764
152966698,0.4372478,0.5346764
153466754,0.43124604,0.5346764
153966691,0.439816,0.5346764
154466694,0.44684732,0.5346764
154966693,0.4360966,0.5346764
155466691,0.449928,0.5346764
155966712,0.43807423,0.5346764
156466695,0.4442011,0.5346764
156967471,0.447874,0.5346764
157466810,0.43763983,0.5346764
157966814,0.43612385,0.5346764
158466720,0.43267375,0.5346764
158966787,0.4406808,0.5346764
159466700,0.44559956,0.5346764
159966693,0.44327396,0.5346764
160466692,0.4478191,0.5346764
160966771,0.43994915,0.5346764
161466733,0.44424552,0.5346764
161966776,0.4385252,0.5346764
162466692,0.43654734,0.5346764
162966723,0.43524402,0.5346764
163466692,0.43254513,0.5346764
163966832,0.44729036,0.5346764
164466803,0.44088453,0.5346764
164966727,0.4321056,0.5346764
165467519,0.44956267,0.5346764
165966843,0.4415068,0.5346764
166466694,0.43235987,0.5346764
166966692,0.44088,0.5346764
167466695,0.43629426,0.5346764
167966732,0.4335891,0.5346764
168466692,0.4420892,0.5346764
168966773,0.43740577,0.5346764
169466891,0.44137806,0.5346764
169966692,0.43888378,0.5346764
170466691,0.4526229,0.5346764
170966793,0.44729602,0.5346764
171466881,0.44611937,0.5346764
171966999,0.44138074,0.5346764
172466693,0.43361735,0.5346764
172966694,0.4367451,0.5346764
173466694,0.4372071,0.5346764
173967180,0.4386028,0.5346764
174466743,0.43876642,0.5346764
174966691,0.48328036,0.5346764
175466691,0.45211112,0.5346764
