timestamp,load,ram_usage
597946952,0.3970313,0.5353803
598446532,0.5548953,0.53548086
598946494,0.44362396,0.53548086
599446489,0.4500847,0.53548086
599946518,0.4413764,0.53548086
600446524,0.43256736,0.53548086
600946607,0.44871956,0.53548086
601446551,0.44608355,0.53548086
601946489,0.4365762,0.53548086
602446539,0.42401105,0.53548086
602946489,0.44446266,0.53548086
603446489,0.4322889,0.53548086
603946673,0.44443798,0.53548086
604446856,0.43940789,0.53548086
604946579,0.446508,0.53548086
605446491,0.4305318,0.53548086
605946490,0.42787284,0.53548086
606446494,0.42931885,0.53548086
606946522,0.45151,0.53548086
607446489,0.43518198,0.53548086
607946610,0.4360888,0.53548086
608446491,0.42618,0.53548086
608946488,0.4371469,0.53548086
609446564,0.42618114,0.53548086
609946555,0.4448473,0.53548086
610446493,0.43774652,0.53548086
610946909,0.43692845,0.5360172
611446552,0.44290936,0.5360172
611946542,0.45463616,0.5360172
612446488,0.44755435,0.5360172
612946557,0.44655085,0.5360172
613446490,0.43986833,0.5360172
613946490,0.44682997,0.5360172
614446489,0.4405911,0.5360172
614947264,0.4437006,0.5360172
615446489,0.44337094,0.5360172
615946490,0.4426769,0.5360172
616446492,0.443784,0.5360172
616946489,0.45877707,0.5360172
617446952,0.46678096,0.5360172
617946621,0.458166,0.5360172
