timestamp,load,ram_usage
587254409,0.4894272,0.85897166
587755621,0.72865313,0.8591804
588255832,0.56238467,0.8591804
588754475,0.5369152,0.8591804
589254389,0.5294368,0.8591804
589754599,0.5309569,0.8591804
590254393,0.52697,0.8591804
590754427,0.524738,0.8591804
591254413,0.52392745,0.8591804
591754385,0.52465945,0.8591804
592255796,0.5192524,0.8591804
592755649,0.52248263,0.8591804
593254829,0.5252596,0.8591804
593754440,0.52037704,0.8591804
594254438,0.52013326,0.8591804
594754387,0.5240289,0.8591804
595254390,0.52358913,0.8591804
595754739,0.5200875,0.8591804
596254394,0.5233786,0.8591804
596754386,0.51890826,0.8591804
597255462,0.52328146,0.8591804
597755217,0.5796107,0.8591804
598254739,0.56168556,0.8591804
