timestamp,load,ram_usage
382295795,0.49089164,0.85076183
382795440,0.7041136,0.85097057
383295386,0.5570155,0.85097057
383795704,0.52453804,0.85097057
384295380,0.52354836,0.85097057
384795557,0.51753753,0.85097057
385295384,0.52544534,0.85097057
385795549,0.52046496,0.85097057
386295383,0.5252967,0.85097057
386795384,0.519956,0.85097057
387295553,0.5287969,0.85097057
387795380,0.5223488,0.85097057
388296014,0.52979106,0.85097057
388795384,0.521181,0.85097057
389295597,0.5300217,0.85097057
389795383,0.52268195,0.85097057
390295386,0.529216,0.85097057
390795384,0.52179193,0.85097057
391295380,0.53013015,0.85097057
391795807,0.523304,0.85097057
392295384,0.52718735,0.85097057
392795575,0.52213526,0.85097057
393295434,0.527105,0.85097057
393795392,0.5207391,0.85097057
394295384,0.53211,0.85097057
394795382,0.523962,0.85097057
395295522,0.52918255,0.85097057
395795384,0.5569495,0.85097057
396296729,0.59914553,0.85097057
396795400,0.5788133,0.85097057
397295387,0.5875408,0.85097057
397795384,0.585076,0.85097057
398295386,0.53814197,0.85097057
398795564,0.52285445,0.85097057
399295387,0.5318209,0.85097057
399795575,0.5221103,0.85097057
400295380,0.52702165,0.85097057
400795394,0.5208509,0.85097057
401295534,0.5323171,0.85097057
401796211,0.5204942,0.85097057
402296003,0.52620775,0.85097057
402795486,0.52332425,0.85097057
403295631,0.53038216,0.85097057
403795389,0.5228966,0.85097057
404295390,0.52904475,0.85097057
404795384,0.52021027,0.85097057
405295390,0.529016,0.85097057
405795873,0.52369463,0.85097057
406296548,0.52611566,0.85097057
406795694,0.5204097,0.85097057
407295392,0.5286442,0.85097057
407795424,0.51752865,0.85097057
408295386,0.5211257,0.85097057
408795384,0.518244,0.85097057
409295574,0.5475843,0.85097057
409795390,0.5756136,0.85097057
