timestamp,load,ram_usage
1686461450,0.3950103,0.53611773
1686961325,0.5712817,0.5362183
1687461262,0.4481709,0.5362183
1687961262,0.45037907,0.5362183
1688461769,0.435672,0.5362183
1688961262,0.44886738,0.5362183
1689461340,0.43561006,0.5362183
1689961330,0.44152236,0.5362183
1690462153,0.43851954,0.5362183
1690961417,0.43664873,0.5362183
1691461407,0.4405977,0.5362183
1691961286,0.4359368,0.5362183
1692461266,0.4418639,0.5362183
1692961295,0.44082952,0.5362183
1693461261,0.43726486,0.5362183
1693961445,0.4478131,0.5362183
1694461261,0.4318266,0.5362183
1694961262,0.451926,0.5362183
1695461304,0.45028538,0.5362183
1695961560,0.44790602,0.5362183
1696461320,0.4345262,0.5362183
1696961264,0.4443931,0.5362183
1697461302,0.43124837,0.5362183
1697962224,0.43764782,0.5362183
1698461261,0.43544918,0.5362183
1698961320,0.44904888,0.5362183
1699461286,0.42485273,0.5362183
1699961836,0.4364248,0.5362183
1700461375,0.4275518,0.5362183
1700961263,0.4422809,0.5362183
1701461262,0.4383589,0.5362183
1701962156,0.42924052,0.5362183
1702461486,0.43392664,0.5362183
1702961262,0.4439299,0.5362183
1703461264,0.43851113,0.5362183
1703961262,0.442428,0.5362183
1704461299,0.43879902,0.5362183
1704961435,0.44092566,0.5362183
1705461266,0.43387926,0.5362183
1705961306,0.4335519,0.5362183
1706461262,0.42747962,0.5362183
1706961334,0.42924595,0.5362183
1707461262,0.44664842,0.5362183
1707961262,0.44168913,0.5362183
1708461264,0.43141598,0.5362183
1708961261,0.4406429,0.5362183
1709461542,0.42507994,0.5362183
1709961265,0.4378317,0.5362183
1710461262,0.46011078,0.5375591
1710961336,0.43973523,0.5375591
1711461693,0.43327546,0.5375591
1711961265,0.43367034,0.5375591
1712461262,0.4491918,0.5375591
1712961266,0.43334937,0.5375591
1713462018,0.7039621,0.5375591
1713961274,0.7079978,0.5375591
1714461328,0.5769749,0.5375591
1714961378,0.43816727,0.5375591
1715462175,0.43493003,0.5375591
1715961267,0.44024736,0.5375591
1716461261,0.4421935,0.5375591
1716961293,0.4405387,0.5375591
1717461296,0.43389487,0.5375591
1717961292,0.43563962,0.5375591
1718461265,0.44283175,0.5375591
1718961386,0.44099855,0.5375591
1719461261,0.437002,0.5375591
1719961349,0.4471323,0.5375591
1720461261,0.4336149,0.5375591
1720961374,0.45148337,0.5375591
1721461326,0.43841183,0.5375591
1721961272,0.43979162,0.5375591
1722461263,0.44663447,0.5375591
1722961263,0.4309203,0.5375591
1723461262,0.4292857,0.5375591
1723961264,0.43780315,0.5375591
1724461321,0.45829976,0.5375591
1724961769,0.44058836,0.5375591
1725461265,0.44052094,0.5375591
1725961264,0.4485709,0.5375591
1726461298,0.43689477,0.5375591
1726962249,0.45120436,0.5375591
1727461303,0.44753516,0.5375591
1727961305,0.44549376,0.5375591
1728461546,0.4404648,0.5375591
1728962080,0.4418552,0.5375591
1729461264,0.45388508,0.5375591
1729961268,0.48348212,0.5375591
