timestamp,load,ram_usage
629809100,0.6479042,0.85653657
630295387,0.56642675,0.85653657
630795542,0.5358472,0.85653657
631295385,0.52766705,0.85653657
631795863,0.5142261,0.85653657
632295555,0.52262497,0.85653657
632795426,0.5154805,0.85653657
633295546,0.5259195,0.85653657
633795385,0.5267087,0.85653657
634295644,0.5850292,0.85653657
634795438,0.579648,0.85653657
635298762,0.59211016,0.85653657
635795386,0.5672667,0.85653657
636297903,0.5831591,0.85653657
636796074,0.5783802,0.85653657
637296927,0.58247554,0.85653657
637795397,0.5823139,0.85653657
638295385,0.58745027,0.85653657
638795392,0.5517027,0.85653657
639295536,0.5861968,0.85653657
639797985,0.5638044,0.85653657
640298816,0.5901407,0.85653657
640795384,0.57918483,0.85653657
641295387,0.5699152,0.85653657
641795673,0.5174178,0.85653657
642295429,0.5226916,0.85653657
642795748,0.51505506,0.85653657
643296909,0.52360713,0.85653657
643795431,0.5175716,0.85653657
644295561,0.5252541,0.85653657
644795382,0.5198472,0.85653657
645295537,0.52527404,0.85653657
645795389,0.5165983,0.85653657
646295385,0.522465,0.85653657
646795558,0.51654893,0.85653657
647295388,0.52471995,0.85653657
647795464,0.5165583,0.85653657
648295384,0.52112556,0.85653657
648795635,0.51565707,0.85653657
649295389,0.5229869,0.85653657
649795427,0.51799107,0.85653657
650295389,0.5248691,0.85653657
650795385,0.5171809,0.85653657
651295984,0.5434842,0.85653657
651795434,0.5785179,0.85653657
