timestamp,load,ram_usage
787796249,0.4856693,0.85632783
788297439,0.70659363,0.85653657
788795438,0.54879117,0.85653657
789295433,0.54229116,0.85653657
789795385,0.52213883,0.85653657
790295640,0.52603257,0.85653657
790795385,0.5241233,0.85653657
791295389,0.529334,0.85653657
791796666,0.52301276,0.85653657
792297581,0.5289243,0.85653657
792795651,0.52509093,0.85653657
793296367,0.5284121,0.85653657
793795559,0.5262304,0.85653657
794295386,0.5294857,0.85653657
794795386,0.52486,0.85653657
795295383,0.5496,0.85653657
795795430,0.5966,0.85653657
796302034,0.59972763,0.85653657
796796182,0.5798296,0.85653657
797301292,0.60132587,0.85653657
797795387,0.5909934,0.85653657
798296371,0.5971596,0.85653657
798795385,0.5766418,0.85653657
799295428,0.584038,0.85653657
799795382,0.58680403,0.85653657
800295385,0.59519684,0.85653657
800796745,0.5935025,0.85653657
801298124,0.5431832,0.85653657
801796352,0.5275325,0.85653657
802297039,0.53567797,0.85653657
802795443,0.52666783,0.85653657
803295385,0.5346928,0.85653657
803795388,0.5320369,0.85653657
804295498,0.53492093,0.85653657
804795385,0.530362,0.85653657
805298801,0.5381645,0.85653657
805800765,0.5895064,0.85653657
806297250,0.59730786,0.85653657
806795689,0.58171344,0.85653657
807295394,0.6041125,0.85653657
807795396,0.60013676,0.85653657
808295392,0.59288263,0.85653657
808795601,0.5561282,0.85653657
809295385,0.5323894,0.85653657
809795392,0.52628094,0.85653657
810298088,0.5311602,0.85653657
810796201,0.52713233,0.85653657
811297143,0.5342674,0.85653657
811795406,0.5253891,0.85653657
812295531,0.5327817,0.85653657
812795389,0.5258859,0.85653657
813295386,0.532068,0.85653657
813795382,0.527418,0.85653657
814295530,0.530179,0.85653657
814796800,0.53009176,0.85653657
815297681,0.5343052,0.85653657
815795977,0.52763474,0.85653657
816296680,0.53140724,0.85653657
816795587,0.5271719,0.85653657
817295388,0.5312711,0.85855424
817795426,0.519259,0.85855424
818295383,0.52551603,0.85855424
818795389,0.52467203,0.85855424
819298059,0.5806124,0.85855424
819796738,0.5613394,0.85855424
