timestamp,load,ram_usage
62957746,0.392725,0.40713304
63457746,0.470546,0.5450005
63957747,0.51239693,0.53514564
64457984,0.43861407,0.53514564
64957830,0.43231565,0.53514564
65457743,0.43350023,0.53514564
65957905,0.44668418,0.53514564
66458346,0.42794627,0.53514564
66957783,0.43696952,0.53514564
67457748,0.44214565,0.53514564
67957763,0.4382921,0.53514564
68457746,0.42639107,0.53514564
68957748,0.44000798,0.53514564
69457745,0.43184912,0.53514564
69957743,0.44176286,0.53514564
70458037,0.4445184,0.53514564
70957743,0.44303674,0.53514564
71457760,0.44377136,0.53514564
71957743,0.43595332,0.53514564
72457747,0.4253863,0.53514564
72957744,0.43705773,0.53514564
73457745,0.44966912,0.53514564
73957745,0.4657991,0.53514564
