timestamp,load,ram_usage
670754386,0.49122882,0.85897166
671254666,0.7109686,0.8591804
671754404,0.5545249,0.8591804
672254439,0.5287192,0.8591804
672755672,0.5213805,0.8591804
673255251,0.5238991,0.8591804
673754785,0.52281886,0.8591804
674254478,0.5234934,0.8591804
674754630,0.5259578,0.8591804
675254397,0.5233904,0.8591804
675754424,0.52546,0.8591804
676254458,0.521686,0.8591804
676754384,0.5248063,0.8591804
677255954,0.53132236,0.8591804
677755261,0.52756274,0.8591804
678254817,0.5309291,0.8591804
678754564,0.52596927,0.8591804
679254433,0.5336046,0.8591804
679754408,0.53025913,0.8591804
680254395,0.5310698,0.8591804
680754587,0.5299903,0.8591804
681254388,0.5318384,0.8591804
681754388,0.53135,0.8591804
682255643,0.5303103,0.8591804
682755469,0.5293409,0.8591804
683254667,0.5325961,0.8591804
683754384,0.52967834,0.8591804
684254554,0.5294587,0.8591804
684754384,0.5307839,0.8591804
685254651,0.53386986,0.8591804
685756130,0.5716785,0.8591804
686254447,0.6007057,0.8591804
686755900,0.5990772,0.86015445
687259233,0.60197073,0.86015445
687758529,0.599422,0.86015445
688254396,0.58930844,0.86015445
688754685,0.5827582,0.86015445
689254395,0.5295634,0.86015445
689754497,0.53034365,0.86015445
690254387,0.5311392,0.86015445
690754400,0.52862215,0.86015445
691256047,0.53511155,0.86015445
691755287,0.5285314,0.86015445
692254831,0.5314799,0.86015445
692754624,0.5258379,0.86015445
693254503,0.5346222,0.86015445
693754381,0.527966,0.86015445
694254395,0.528134,0.86015445
694754543,0.53048164,0.86015445
695254444,0.5314964,0.86015445
695756014,0.53349054,0.86015445
696255726,0.57256323,0.86015445
696755201,0.60275686,0.86015445
697254397,0.59645015,0.86015445
697754430,0.6106814,0.86015445
698254456,0.60981095,0.86015445
698754431,0.6106987,0.86015445
699254640,0.6135798,0.86015445
699754387,0.60815156,0.86015445
700254396,0.60796314,0.86015445
700755646,0.6147152,0.86015445
701260013,0.61708665,0.86015445
701758487,0.6117921,0.86015445
702258437,0.61202073,0.86015445
702754630,0.60881954,0.86015445
703254401,0.60925317,0.86015445
703754384,0.6141683,0.86015445
704254398,0.6101104,0.86015445
704754424,0.610582,0.86015445
705255868,0.60416484,0.86015445
705754989,0.6033294,0.86015445
706254614,0.60630155,0.86015445
706754438,0.58937,0.86015445
707257782,0.6069906,0.86015445
707754389,0.60779876,0.86015445
708254393,0.602628,0.86015445
708754390,0.5759257,0.86015445
709254435,0.5391282,0.86015445
709755558,0.5298531,0.86015445
710255465,0.5270635,0.86015445
710754706,0.5292672,0.86015445
711254399,0.52937937,0.86015445
711754587,0.53006816,0.86015445
712254395,0.5277,0.86015445
712754393,0.5290525,0.86015445
713254399,0.52829057,0.86015445
713754380,0.52622694,0.86015445
714255939,0.5311276,0.86015445
714755260,0.52834773,0.86015445
715254661,0.5293341,0.86015445
715758370,0.551319,0.86015445
716257692,0.59730595,0.86015445
716757237,0.5896045,0.86015445
717256632,0.57744926,0.86015445
717754444,0.59360063,0.86015445
718254393,0.59597594,0.86015445
718755774,0.58669114,0.86015445
719255072,0.53037417,0.86015445
719754571,0.52759194,0.86015445
720254403,0.52355134,0.86015445
720754707,0.5288486,0.86015445
721254395,0.52889943,0.86015445
721754418,0.5249435,0.86015445
722254402,0.5247663,0.86015445
722754384,0.52499104,0.86015445
723255809,0.5230509,0.86015445
723755406,0.5830042,0.86015445
724254711,0.56287956,0.86015445
