timestamp,load,ram_usage
240207663,0.5519774,0.84902245
240707540,0.66013384,0.84902245
241206542,0.5651498,0.84902245
241706393,0.5218493,0.84902245
242206555,0.53134894,0.84902245
242706385,0.5235083,0.84902245
243206430,0.52437,0.84902245
243706590,0.5153844,0.84902245
244206388,0.5230619,0.84902245
244706386,0.513157,0.84902245
245207642,0.52466977,0.84902245
245707199,0.5138442,0.84902245
246206991,0.52170104,0.84902245
246706440,0.5145774,0.84902245
247206863,0.52491665,0.84902245
247706399,0.51732576,0.84902245
248206385,0.5222672,0.84902245
248706636,0.51518,0.84902245
249206430,0.5232421,0.84902245
249706413,0.50798225,0.84902245
250207781,0.516673,0.84902245
250707799,0.5116396,0.84902245
251207335,0.53599536,0.84902245
251706564,0.57067597,0.84902245
