timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
63449564,63448735,396825,0.14204144,0.083369665,-0.13785589,nan,0,0
63460707,63459870,396825,0.14204144,0.083369665,-0.13785589,nan,0,0
64444319,64443484,396825,0.14204144,0.083369665,-0.14091703,nan,0,0
65451792,65450963,396825,0.14204144,0.083369665,-0.14091703,nan,0,0
66447637,66446800,396825,0.14204144,0.083369665,-0.14091703,nan,0,0
67444443,67443614,396825,0.14204144,0.083369665,-0.14091703,nan,0,0
68452633,68451802,396825,0.14204144,0.083369665,-0.13785589,nan,0,0
69448877,69447963,396825,0.14505717,0.083369665,-0.14091703,nan,0,0
70444389,70443560,396825,0.14204144,0.083369665,-0.14397816,nan,0,0
71452278,71451365,396825,0.14204144,0.083369665,-0.14091703,nan,0,0
72447692,72446862,396825,0.13600999,0.083369665,-0.13785589,nan,0,0
73443169,73442341,396825,0.14505717,0.083369665,-0.14091703,nan,0,0
74450809,74449979,396825,0.1480729,0.083369665,-0.14703931,nan,0,0
