timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
84446628,84445797,396825,-0.18462531,0.012050299,-0.14229432,nan,0,0
84457826,84456969,396825,-0.16688058,0.012050299,-0.1484015,nan,0,0
85452768,85451937,396825,-0.16983804,0.012050299,-0.15145509,nan,0,0
86449196,86448343,396825,-0.16688058,0.012050299,-0.1484015,nan,0,0
87445204,87444373,396825,-0.18462531,0.009045604,-0.1453479,nan,0,0
88451324,88450465,396825,-0.16688058,0.012050299,-0.1453479,nan,0,0
89448574,89447746,396825,-0.16688058,0.012050299,-0.1484015,nan,0,0
90443901,90443070,396825,-0.18166786,0.012050299,-0.1453479,nan,0,0
91450772,91449921,396825,-0.16983804,0.012050299,-0.1453479,nan,0,0
92446523,92445695,396825,-0.15505075,0.012050299,-0.15450867,nan,0,0
