timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
481065044,481064178,396825,-0.115280785,0.15153311,-0.14653054,nan,0,0
481076349,481075515,396825,-0.112256646,0.14853638,-0.14347698,nan,0,0
482061373,482060541,396825,-0.115280785,0.15153311,-0.14653054,nan,0,0
483069489,483068658,396825,-0.11830494,0.14853638,-0.13736983,nan,0,0
484065644,484064795,396825,-0.12132909,0.14254294,-0.14653054,nan,0,0
485061804,485060968,396825,-0.18483621,0.10358554,-0.20454836,nan,0,0
486069183,486068353,396825,-0.1969328,0.115572445,-0.15569125,nan,0,0
487065625,487064792,396825,-0.22112596,0.09459538,-0.25035188,nan,0,0
488061434,488060541,396825,-0.22717427,0.09759209,-0.18622695,nan,0,0
489069220,489068388,396825,-0.26951233,0.07961176,-0.1404234,nan,0,0
490065183,490064321,396825,-0.323947,0.037657637,-0.1404234,nan,0,0
491061964,491061133,396825,-0.30882627,-0.07921457,-0.0030127906,nan,0,0
492058124,492057293,396825,-0.30882627,-0.08221129,0.061112154,nan,0,0
493064676,493063815,396825,-0.13040152,0.13355277,-0.15569125,nan,0,0
494062008,494061146,396825,-0.12737739,0.14853638,-0.1404234,nan,0,0
495069109,495068272,396825,-0.13644983,0.14553967,-0.13736983,nan,0,0
496065601,496064769,396825,-0.25136745,0.08260848,-0.18317337,nan,0,0
497061498,497060666,396825,-0.28160894,0.055637974,-0.15263768,nan,0,0
498057265,498056426,396825,-0.14854641,0.13055606,-0.13736983,nan,0,0
499063783,499062950,396825,-0.12435324,0.14853638,-0.13431627,nan,0,0
500060944,500060111,396825,-0.13040152,0.14853638,-0.13126269,nan,0,0
