timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
126157622,126156791,396825,-0.11660376,-0.1321751,-0.13618712,nan,0,0
126168916,126168058,396825,-0.11660376,-0.1321751,-0.13007994,nan,0,0
127163428,127162596,396825,-0.13730599,-0.1321751,-0.12702635,nan,0,0
128159105,128158277,396825,-0.11660376,-0.1321751,-0.13007994,nan,0,0
129154758,129153929,396825,-0.11660376,-0.1321751,-0.12702635,nan,0,0
130161031,130160201,396825,-0.14026344,-0.13818449,-0.13313355,nan,0,0
131158244,131157329,396825,-0.24081706,-0.2163066,-0.20336613,nan,0,0
132164877,132164014,396825,-0.3768602,-0.2824099,-0.2766523,nan,0,0
133160917,133160089,396825,-0.4714989,-0.3725508,-0.27359873,nan,0,0
134158300,134157472,396825,-0.08111425,-0.099123456,-0.1758838,nan,0,0
135165070,135164241,396825,0.019439371,0.009045604,-0.2094733,nan,0,0
136160024,136159189,396825,-0.0012628431,-0.021001358,-0.20336613,nan,0,0
137156275,137155443,396825,0.019439371,-0.021001358,-0.2094733,nan,0,0
138161867,138160920,396825,0.0076095313,3.1515385e-05,-0.21863407,nan,0,0
139158154,139157325,396825,0.019439371,0.009045604,-0.21252692,nan,0,0
140164135,140163258,396825,-0.007177767,3.1515385e-05,-0.2155805,nan,0,0
141159638,141158810,396825,-0.12251869,-0.099123456,-0.1484015,nan,0,0
142166408,142165580,396825,-0.14026344,-0.10813754,-0.13007994,nan,0,0
143162029,143161061,396825,-0.14026344,-0.11114223,-0.13007994,nan,0,0
144157902,144157072,396825,-0.14913583,-0.11114223,-0.12397276,nan,0,0
