timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
383500840,383500815,327690,0.21046478,0.053200815,-0.3348436,32.75,0,0
384506927,384506899,327690,0.13037123,0.10435545,-0.69657993,32.75,0,0
385500124,385500098,327690,0.04296989,-0.0575855,-0.23604208,32.625,0,0
386506047,386506021,327690,-0.13548669,-0.12540193,-0.18897982,32.625,0,0
387511758,387511733,327690,-0.14980999,-0.13709441,-0.16837181,32.625,0,0
388505467,388505442,327690,-0.20549546,-0.08564747,-0.18342589,32.75,0,0
389499024,389498998,327690,-0.1305174,-0.16091785,-0.17991814,32.75,0,0
390504746,390504718,327690,-0.19818766,-0.110055536,-0.54106987,32.5,0,0
391498310,391498281,327690,-0.21441099,-0.17831042,-0.16661794,32.625,0,0
392504130,392504104,327690,-0.0007307804,-0.06211634,-0.2413037,32.625,0,0
393510298,393510273,327690,-0.13358666,-0.037562113,-0.50847703,32.625,0,0
394503664,394503639,327690,-0.17991814,-0.043262202,-0.19453375,32.75,0,0
395509346,395509321,327690,-0.15828705,-0.16720256,-0.2037416,32.75,0,0
396503107,396503081,327690,-0.12613271,-0.109032445,-0.5691318,32.75,0,0
397508771,397508740,327690,-0.14352527,-0.1281789,-0.2186495,32.625,0,0
398502330,398502287,327690,-0.121455714,-0.049108446,-0.22259572,32.75,0,0
399507898,399507873,327690,-0.09383221,0.014030985,-0.6045016,32.625,0,0
400501559,400501530,327690,-0.072785735,-0.17465653,-0.21061093,32.75,0,0
401507779,401507754,327690,-0.14717919,-0.08842444,-0.21952644,32.75,0,0
402500890,402500864,327690,-0.084332064,-0.10654779,-0.21368021,32.875,0,0
403506958,403506933,327690,-0.16033323,-0.08184741,-0.22873428,32.75,0,0
404500486,404500461,327690,-0.121309556,-0.09646302,-0.59587836,32.875,0,0
405506476,405506442,327690,-0.14001754,-0.015931014,-0.23004968,32.875,0,0
406500121,406500096,327690,0.13738672,0.026015785,-0.34726688,32.875,0,0
407506319,407506294,327690,0.2339959,0.09587839,-0.38599822,32.875,0,0
408512463,408512438,327690,0.2410114,0.1164864,-0.37138262,32.75,0,0
409505873,409505847,327690,0.2316574,0.11400175,-0.37839812,32.875,0,0
