timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
467109889,467108973,396825,-0.115280785,0.15153311,-0.14347698,nan,0,0
467121054,467120220,396825,-0.112256646,0.15153311,-0.14653054,nan,0,0
468118188,468117356,396825,-0.11830494,0.15153311,-0.13126269,nan,0,0
469103412,469102443,396825,-0.11830494,0.14853638,-0.14347698,nan,0,0
470109893,470109060,396825,-0.112256646,0.15153311,-0.14347698,nan,0,0
471104981,471104150,396825,-0.112256646,0.15153311,-0.14958411,nan,0,0
472112989,472112135,396825,-0.112256646,0.15153311,-0.14347698,nan,0,0
473108759,473107928,396825,-0.112256646,0.15153311,-0.14347698,nan,0,0
474104788,474103947,396825,-0.12132909,0.15153311,-0.13126269,nan,0,0
475112166,475111334,396825,-0.112256646,0.14853638,-0.14958411,nan,0,0
476107090,476106193,396825,-0.112256646,0.14853638,-0.14347698,nan,0,0
477113777,477112933,396825,-0.112256646,0.15153311,-0.14347698,nan,0,0
478110499,478109668,396825,-0.115280785,0.14853638,-0.14653054,nan,0,0
