timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
75356724,75355868,396825,-0.13040152,-0.08820475,-0.13736983,nan,0,0
75367868,75367034,396825,-0.12435324,-0.09120146,-0.14653054,nan,0,0
76364026,76363126,396825,-0.12435324,-0.09120146,-0.14347698,nan,0,0
77360273,77359432,396825,-0.13644983,-0.09719491,-0.15263768,nan,0,0
78355747,78354915,396825,-0.14854641,-0.12416542,-0.11599485,nan,0,0
79362967,79362109,396825,-0.13644983,-0.12716214,-0.11294128,nan,0,0
80358995,80358163,396825,-0.14854641,-0.15712938,-0.0915663,nan,0,0
81355266,81354435,396825,-0.16064301,-0.16611955,-0.11294128,nan,0,0
82362458,82361585,396825,-0.10016005,-0.25302455,0.027522901,nan,0,0
83358706,83357790,396825,-0.10016005,0.028667465,-0.11294128,nan,0,0
84355994,84355076,396825,-0.15459472,0.03166419,-0.1801198,nan,0,0
85362918,85362086,396825,-0.1969328,0.0076904027,-0.12210199,nan,0,0
86360188,86359353,396825,-0.18786034,0.0076904027,-0.13126269,nan,0,0
87355934,87355101,396825,-0.19088449,0.0076904027,-0.13126269,nan,0,0
88363899,88362950,396825,-0.1969328,0.0076904027,-0.119048424,nan,0,0
89360021,89359180,396825,-0.18786034,0.0076904027,-0.13431627,nan,0,0
