timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
265409094,265408167,396825,0.12492567,0.08245756,-0.1239886,nan,0,0
265420231,265419399,396825,0.14278328,0.08543708,-0.13011959,nan,0,0
266415182,266414336,396825,0.14278328,0.08245756,-0.13625057,nan,0,0
267411898,267411066,396825,0.13980703,0.0764985,-0.13931607,nan,0,0
268406856,268406026,396825,0.11599688,0.06458037,-0.13318507,nan,0,0
269413308,269412408,396825,0.13683076,0.067559905,-0.13625057,nan,0,0
270409481,270408649,396825,0.13683076,0.067559905,-0.13625057,nan,0,0
271416019,271415183,396825,0.02670885,-0.021825982,-0.17303646,nan,0,0
272412059,272411231,396825,0.02670885,-0.03970316,-0.20369136,nan,0,0
273408760,273407874,396825,-0.00900636,-0.12015045,-0.18836391,nan,0,0
274415646,274414818,396825,-0.09234186,-0.14100717,-0.18529841,nan,0,0
275411722,275410891,396825,0.12790194,0.05266226,-0.13931607,nan,0,0
276408217,276407357,396825,-0.029840238,-0.09333469,-0.1914294,nan,0,0
277415558,277414728,396825,-0.07746052,-0.17378199,-0.18836391,nan,0,0
278412116,278411285,396825,0.13683076,0.058621317,-0.0933337,nan,0,0
279407323,279406463,396825,0.11302061,0.067559905,-0.14851254,nan,0,0
280413502,280412674,396825,0.13385448,0.0973552,-0.13931607,nan,0,0
281409724,281408795,396825,0.11302061,0.0973552,-0.13011959,nan,0,0
282415773,282414824,396825,0.14278328,0.0973552,-0.13625057,nan,0,0
