timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
588492577,588492552,327690,0.33572054,0.062262494,-0.35705933,32.75,0,0
589486293,589486265,327690,0.3705057,0.044577606,-0.36129785,32.75,0,0
590492136,590492111,327690,0.3728442,0.055100847,-0.35135925,32.75,0,0
591485779,591485753,327690,0.3304589,0.095439926,-0.7401344,33.0,0,0
592492024,592491999,327690,0.35939783,0.054808535,-0.5534931,32.75,0,0
593485215,593485184,327690,0.36334404,0.058170125,-0.3512131,32.625,0,0
594491479,594491454,327690,0.36100554,0.048085354,-0.35355157,32.875,0,0
595485208,595485180,327690,0.36729026,0.053931598,-0.34960535,32.75,0,0
596491233,596491207,327690,0.37123647,0.05276235,-0.35223618,32.625,0,0
597484476,597484448,327690,0.43510666,0.08813212,-0.38190585,32.375,0,0
