timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
211734849,211734016,396825,-0.18483621,-0.0012997668,-0.13126269,nan,0,0
211746048,211745214,396825,-0.18181203,-0.0012997668,-0.14347698,nan,0,0
212741479,212740643,396825,-0.18483621,-0.0012997668,-0.12515555,nan,0,0
213736953,213736121,396825,-0.18181203,-0.0012997668,-0.1404234,nan,0,0
214733086,214732253,396825,-0.1787879,-0.007293214,-0.13736983,nan,0,0
215739563,215738636,396825,-0.21205352,-0.05823751,-0.100727,nan,0,0
216736132,216735256,396825,-0.20902938,-0.061234232,-0.11294128,nan,0,0
217743961,217743021,396825,-0.21205352,-0.08520802,-0.11294128,nan,0,0
218739762,218738930,396825,-0.21810183,-0.08820475,-0.05797704,nan,0,0
219737230,219736399,396825,-0.21810183,-0.12716214,-0.0060663656,nan,0,0
220744446,220743615,396825,-0.2483433,-0.08520802,-0.0915663,nan,0,0
221740216,221739384,396825,-0.24531913,-0.1601261,-0.07935202,nan,0,0
222736809,222735946,396825,-0.3058021,-0.17510971,0.0061479127,nan,0,0
223743761,223742928,396825,-0.38442996,-0.13914904,-0.036602058,nan,0,0
224739963,224739124,396825,-0.4116473,-0.45080826,0.5344154,nan,0,0
225735810,225734957,396825,-0.4328163,-0.21706384,0.04584431,nan,0,0
226743069,226742232,396825,-0.6051927,-0.2230573,0.00920148,nan,0,0
227739998,227739165,396825,-0.6082169,-0.11217854,-0.13736983,nan,0,0
228735101,228734268,396825,-0.56587875,-0.47777876,-0.0091199335,nan,0,0
229742373,229741412,396825,-0.5174924,-0.26201472,0.024469325,nan,0,0
230739945,230739114,396825,-0.66869986,-0.39686725,-0.32363757,nan,0,0
231746630,231745795,396825,-0.48422682,-0.07921457,-0.26256618,nan,0,0
232742316,232741485,396825,-0.7352311,-0.18709661,0.015308623,nan,0,0
233738816,233737979,396825,-0.23624672,0.010687125,-0.07935202,nan,0,0
234745472,234744638,396825,-0.242295,0.013683848,-0.018280637,nan,0,0
235742070,235741238,396825,-0.21810183,0.022674019,-0.012173501,nan,0,0
236738719,236737792,396825,-0.21507765,0.022674019,-0.012173501,nan,0,0
237744884,237743998,396825,-0.2241501,0.022674019,0.0061479127,nan,0,0
238740252,238739420,396825,-0.21810183,0.022674019,-0.012173501,nan,0,0
239737187,239736354,396825,-0.21507765,0.022674019,-0.0060663656,nan,0,0
240744178,240743286,396825,-0.23019841,0.02567074,0.0061479127,nan,0,0
