timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
143565217,143564363,396825,-0.12547614,-0.120156325,-0.13618712,nan,0,0
143576460,143575621,396825,-0.12547614,-0.120156325,-0.13007994,nan,0,0
144571552,144570715,396825,-0.12843361,-0.120156325,-0.13313355,nan,0,0
145567763,145566820,396825,-0.12843361,-0.120156325,-0.13313355,nan,0,0
146562840,146562010,396825,-0.12547614,-0.120156325,-0.13618712,nan,0,0
147569334,147568506,396825,-0.13139106,-0.12616572,-0.13618712,nan,0,0
148565356,148564520,396825,-0.15505075,-0.1441939,-0.16061585,nan,0,0
149572873,149572044,396825,-0.15209328,-0.14118919,-0.15145509,nan,0,0
150567790,150566923,396825,-0.15505075,-0.14118919,-0.15756226,nan,0,0
151564198,151563250,396825,-0.15209328,-0.14118919,-0.15145509,nan,0,0
152570966,152570138,396825,-0.28222147,-0.23733947,-0.19725893,nan,0,0
153566195,153565364,396825,-0.38573256,-0.4416588,-0.46902853,nan,0,0
154574125,154573295,396825,-0.37390277,-0.32748038,-0.25222358,nan,0,0
155570853,155570024,396825,-0.14617835,-0.15320797,-0.14229432,nan,0,0
156566724,156565890,396825,-0.27039167,-0.33048505,-0.22779486,nan,0,0
157572926,157572045,396825,-0.3827751,-0.31546158,-0.21252692,nan,0,0
158568158,158567319,396825,-0.11068884,-0.10212815,-0.1758838,nan,0,0
159576134,159575299,396825,-0.14026344,-0.15320797,-0.14229432,nan,0,0
160571959,160571130,396825,-0.2378596,-0.2163066,-0.17893739,nan,0,0
161568357,161567482,396825,-0.27039167,-0.24635357,-0.21252692,nan,0,0
162565217,162564377,396825,-0.2556044,-0.26738644,-0.20641972,nan,0,0
163572102,163571226,396825,-0.3265834,-0.2884193,-0.24306282,nan,0,0
164567998,164567145,396825,-0.33841324,-0.3785602,-0.2461164,nan,0,0
165574710,165573875,396825,-0.4212221,-0.6099218,-0.25222358,nan,0,0
166570355,166569373,396825,0.063801266,-0.099123456,-0.15756226,nan,0,0
167565634,167564805,396825,0.063801266,-0.10513284,-0.16977663,nan,0,0
168572523,168571637,396825,0.060843803,-0.11114223,-0.16977663,nan,0,0
169567889,169567060,396825,0.028311752,-0.123161025,-0.1758838,nan,0,0
170574211,170573384,396825,0.07267364,-0.099123456,-0.16672303,nan,0,0
171570109,171569254,396825,0.06971618,-0.099123456,-0.16672303,nan,0,0
172565544,172564715,396825,0.057886343,-0.099123456,-0.16366945,nan,0,0
173572201,173571371,396825,0.07267364,-0.099123456,-0.16977663,nan,0,0
174567542,174566714,396825,0.06675872,-0.10513284,-0.16977663,nan,0,0
