timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
481059559,0.029000001,1.2320001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1494,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
482069042,0.024,1.235,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1494,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
483077678,0.029000001,1.3920001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1494,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
484086510,0.031000001,1.4360001,760,-5884,-7632,-6020,-7257,-6203,-7440,-6887,-6629,1254,1178,1248,1194,1240,1186,1210,1221,1092,1494,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
485106637,0.029000001,1.434,760,-5277,-8395,-5418,-7622,-5810,-8014,-7113,-6559,1281,1144,1274,1178,1257,1161,1200,1225,1090,1494,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
486119250,0.029000001,1.2140001,760,-4833,-9603,-4016,-7389,-5279,-8652,-8111,-6722,1300,1091,1336,1188,1281,1133,1157,1217,1090,1494,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
487146469,0.029000001,1.388,760,-4683,-9485,-2905,-6300,-3601,-8365,-7087,-6176,1307,1097,1384,1174,1354,1146,1201,1241,1117,1494,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
488154079,0.021000002,1.1240001,760,-4069,-10000,-3050,-7264,-3815,-8029,-7561,-6479,1333,1075,1378,1194,1345,1160,1181,1228,1120,1497,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
489166269,0.021000002,1.143,760,-4744,-10000,-586,-4302,-2026,-5742,-8510,-6058,1304,1075,1486,1323,1423,1247,1139,1246,1181,1497,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
490173944,0.029000001,1.279,760,-3600,-10000,783,-3986,9,-4759,-7175,-6081,1369,1075,1546,1337,1512,1303,1198,1245,1239,1496,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
491188276,0.029000001,1.437,760,-1661,-10000,2366,-3531,1272,-4624,-6604,-5057,1439,1075,1615,1357,1567,1309,1223,1290,1289,1496,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
492195491,0.029000001,1.3080001,760,-3888,-10000,2010,-3384,3363,-2031,-5229,-7142,1408,1075,1599,1363,1659,1423,1283,1244,1312,1496,1336,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
493203360,0.024,1.251,760,-6800,-10000,-7737,-10000,-6800,-9063,-7737,-9063,1214,1075,1173,1075,1214,1115,1173,1115,982,1495,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
494210392,0.024,1.2260001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1494,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
495218256,0.029000001,1.3900001,760,-3488,-10000,-5395,-10000,-3488,-8093,-5395,-8093,1359,1075,1275,1075,1359,1157,1275,1157,1092,1494,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
496243024,0.029000001,1.2700001,760,-2142,-10000,-2588,-8617,-2109,-8137,-5398,-6294,1447,1075,1398,1135,1419,1155,1252,1236,1164,1494,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
497250253,0.031000001,1.4870001,760,-2569,-10000,-2412,-7667,-2829,-8083,-6579,-5990,1399,1075,1406,1176,1388,1158,1224,1249,1111,1494,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
498257540,0.029000001,1.304,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1493,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
499270558,0.029000001,1.4490001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1493,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
499450813,0.029000001,1.4360001,760,0,0,0,0,0,0,0,0,900,900,900,900,900,900,900,900,982,1493,1508,1498,1494,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
