timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
79015580,0.021000002,1.1190001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
80027863,0.024,1.1650001,760,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,1075,1075,1075,1075,1075,1075,1075,1075,982,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
81040293,0.026,1.268,760,-7542,-8874,-7760,-8685,-7727,-8649,-8181,-8231,1182,1123,1172,1132,1173,1133,1154,1151,1083,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
82050223,0.031000001,1.4710001,760,-5699,-8117,-6211,-7921,-5831,-7541,-6639,-7177,1262,1156,1240,1165,1256,1182,1221,1197,1085,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
83060974,0.029000001,1.4590001,760,-5221,-8875,-4864,-7447,-5897,-7937,-6877,-7203,1283,1123,1299,1186,1284,1164,1211,1196,1085,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
84087766,0.026,1.1980001,760,-4915,-9497,-4771,-8116,-4916,-8261,-7307,-7101,1296,1096,1303,1156,1296,1150,1192,1201,1085,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
85095088,0.033,1.3570001,760,-3650,-9322,-3197,-6964,-3712,-7479,-7022,-6294,1352,1104,1372,1207,1349,1184,1204,1247,1137,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
86103006,0.029000001,1.256,760,-3618,-9662,-2219,-6657,-2751,-7284,-7071,-6185,1353,1089,1419,1220,1391,1193,1202,1241,1157,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
87115473,0.029000001,1.3610001,760,-2016,-10000,-1363,-7009,-1520,-7165,-6773,-5146,1423,1075,1452,1205,1445,1198,1215,1286,1189,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
88142748,0.029000001,1.5180001,760,-2235,-9393,-1296,-6357,25,-5036,-4879,-6749,1414,1101,1455,1233,1513,1291,1298,1216,1228,1497,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
89160204,0.026,1.24,760,169,-9609,1247,-5667,1851,-5063,-6294,-3418,1519,1091,1566,1264,1592,1249,1236,1362,1299,1497,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
90169752,0.029000001,1.4670001,760,-556,-2396,-1089,-2390,-2546,-3847,-2506,-446,1487,1407,1464,1407,1400,1343,1402,1492,1380,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
91180440,0.029000001,1.5250001,760,-2170,-5942,-2940,-5607,-4177,-6844,-4931,-3181,1417,1252,1383,1266,1329,1212,1296,1372,1229,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
92198351,0.031000001,1.391,760,3533,-5040,454,-5440,1288,-4909,-2677,525,1656,1291,1531,1274,1463,1297,1394,1534,1410,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
93210379,0.026,1.233,760,799,725,-1298,-1349,-1687,-1529,1873,203,1546,1543,1455,1393,1438,1445,1593,1520,1464,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
94219800,0.024,1.273,760,4161,2271,1660,324,-2652,-3988,1349,4035,1694,1611,1584,1526,1395,1493,1571,1688,1552,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
95245253,0.019000001,1.131,760,-883,-377,-1839,-1482,22,379,685,-1945,1473,1495,1431,1447,1512,1528,1541,1426,1477,1498,1511,1492,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
96257744,0.031000001,1.434,760,2729,1775,1756,1082,-1026,-1700,285,4219,1631,1589,1588,1559,1467,1437,1524,1621,1524,1498,1511,1492,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
97280440,0.029000001,1.5680001,760,2823,597,3154,1580,1896,322,820,3183,1635,1538,1650,1581,1594,1526,1547,1651,1524,1498,1511,1492,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
98289829,0.031000001,1.24,760,2101,-265,2676,1003,1505,172,-213,1297,1603,1500,1629,1555,1577,1519,1502,1568,1524,1498,1511,1492,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
99300375,0.026,1.2470001,760,4301,-2597,3385,-1493,3517,-3666,-2190,3726,1700,1398,1660,1446,1585,1351,1416,1675,1524,1498,1511,1493,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
100307898,0.026,1.2190001,760,4303,-1255,3233,1326,2698,2670,2262,362,1700,1457,1571,1570,1630,1628,1610,1527,1524,1498,1511,1744,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
101322102,0.026,1.5370001,760,5,2411,967,2668,3405,2194,3551,-731,1512,1617,1554,1475,1660,1607,1667,1480,1586,1497,1504,1487,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
102329785,0.031000001,1.5040001,760,2139,1889,611,-248,2388,1529,3226,714,1605,1571,1538,1501,1616,1578,1653,1543,1622,1498,1504,1487,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
103352685,0.031000001,1.542,760,3201,1535,1758,581,1251,74,4584,320,1652,1579,1588,1537,1566,1586,1712,1526,1665,1498,1504,1487,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
