timestamp,tilt_limit,takeoff_state
1507793324,0.20943952,2
1508797069,0.20943952,3
1513891393,0.20943952,4
1516897659,0.21144111,5
1516909120,0.21370432,5
1517896679,0.411235,5
1518895360,0.6109796,5
1519774980,0.7853982,5
1662515340,0.7832138,3
1662524075,0.7814544,3
1663514867,0.5833889,3
1664518204,0.38263825,3
1665386365,0.20943952,1
