timestamp,tilt_limit,takeoff_state
382321156,0.20943952,2
383330048,0.20943952,3
384154751,0.20943952,4
387161596,0.21152931,5
387170977,0.21343331,5
388154975,0.4102285,5
389163757,0.61200696,5
390033588,0.7853982,5
407085685,0.78327936,3
407095216,0.78144675,3
408084542,0.5835055,3
409083629,0.38368773,3
