timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
42256253,3932170,-0.009314293,0.003057225,-0.0021115423,3932170,0.0,0.0,0.09793104,396825,0.0,0.0,0.0
42266276,3932170,-0.009314299,0.0030572265,-0.0021115434,3932170,0.0,0.0,0.097931094,396825,0.0,0.0,0.0
43258306,3932170,-0.009278679,0.0030565711,-0.0022084801,3932170,0.0,0.0,0.097634524,396825,0.0,0.0,0.0
44260359,3932170,-0.009246303,0.0030511422,-0.0022779151,3932170,0.0,0.0,0.097524926,396825,0.0,0.0,0.0
45262416,3932170,-0.009212935,0.0030404513,-0.002324411,3932170,0.0,0.0,0.09803999,396825,0.0,0.0,0.0
46264475,3932170,-0.009186051,0.003029456,-0.0023712353,3932170,0.0,0.0,0.098486565,396825,0.0,0.0,0.0
47256515,3932170,-0.009160411,0.0030176449,-0.002363337,3932170,0.0028620728,0.006486212,0.09893883,396825,0.0,0.0,0.0
48258577,3932170,-0.00913724,0.0029970238,-0.0018712793,3932170,0.007624404,0.030959968,0.098574616,396825,0.0,0.0,0.0
49260676,3932170,-0.009121524,0.0029755076,-0.0012569854,3932170,0.008172935,0.02612802,0.09853324,396825,0.0,0.0,0.0
50262707,3932170,-0.009099443,0.0029511007,-0.0005054792,3932170,0.013170994,0.02506055,0.09941234,396825,0.0,0.0,0.0
51264776,3932170,-0.009076795,0.002925724,0.00025175244,3932170,0.01477908,0.02620918,0.099298105,396825,0.0,0.0,0.0
52266845,3932170,-0.00905379,0.002896678,0.0010366414,3932170,0.017097767,0.027389342,0.09873452,396825,0.0,0.0,0.0
53258898,3932170,-0.009024003,0.002862714,0.0019249761,3932170,0.018354274,0.02910686,0.09649557,396825,0.0,0.0,0.0
54260969,3932170,-0.008986498,0.0028271351,0.0026583371,3932170,0.019640498,0.030847743,0.0944581,396825,0.0,0.0,0.0
55263046,3932170,-0.008933379,0.002777523,0.0033758527,3932170,0.020477718,0.031457387,0.09223106,396825,0.0,0.0,0.0
56265122,3932170,-0.008893554,0.0027351393,0.0040704906,3932170,0.020524494,0.031003581,0.08786519,396825,0.0,0.0,0.0
57257180,3932170,-0.008860249,0.0026983938,0.004095219,3932170,0.01954585,0.029879699,0.08474133,396825,0.0,0.0,0.0
58259306,3932170,-0.008827414,0.0026727426,0.0037130255,3932170,0.01816465,0.0279456,0.082908995,396825,0.0,0.0,0.0
59261343,3932170,-0.008760479,0.0026619923,0.0034897996,3932170,0.017501269,0.023993906,0.08035674,396825,0.0,0.0,0.0
60263426,3932170,-0.0086297365,0.0026579045,0.0034614655,3932170,0.01846203,0.016517662,0.077088155,396825,0.0,0.0,0.0
61265512,3932170,-0.008405844,0.002678735,0.003978501,3932170,0.025601782,0.004654078,0.07267978,396825,0.0,0.0,0.0
62257578,3932170,-0.008167388,0.0027376895,0.004426254,3932170,0.034951553,-0.0053642504,0.0694152,396825,0.0,0.0,0.0
63259668,3932170,-0.007954207,0.0029048729,0.0034819725,3932170,0.034913395,-0.0044612903,0.069364935,396825,0.0,0.0,0.0
64261759,3932170,-0.008033897,0.0027390255,0.0029897334,3932170,0.037155293,-0.004898226,0.06931697,396825,0.0,0.0,0.0
65263851,3932170,-0.008101556,0.0026396522,0.0027007458,3932170,0.049333286,-0.014166803,0.06809266,396825,0.0,0.0,0.0
66265945,3932170,-0.008116278,0.0025720415,0.0023022105,3932170,0.080015466,-0.049119245,0.06211873,396825,0.0,0.0,0.0
67258019,3932170,-0.008085748,0.002536424,0.0017309786,3932170,0.118903704,-0.102954246,0.050289,396825,0.0,0.0,0.0
68260118,3932170,-0.008012737,0.0025306288,0.0013102973,3932170,0.1555869,-0.15952258,0.03533416,396825,0.0,0.0,0.0
69262217,3932170,-0.007930229,0.0025650584,0.0012028523,3932170,0.18392713,-0.21085848,0.020898784,396825,0.0,0.0,0.0
70264318,3932170,-0.007857579,0.0026107177,0.0010896269,3932170,0.20471852,-0.2531857,0.008364909,396825,0.0,0.0,0.0
71256399,3932170,-0.007790392,0.0026560752,0.000958602,3932170,0.22037694,-0.28462332,-0.0018722664,396825,0.0,0.0,0.0
72258503,3932170,-0.007747757,0.0027035042,0.00080795016,3932170,0.23132356,-0.30700356,-0.009477512,396825,0.0,0.0,0.0
73260609,3932170,-0.007712551,0.0027670325,0.00059229636,3932170,0.24203852,-0.32644236,-0.016535165,396825,0.0,0.0,0.0
74262773,3932170,-0.0076403823,0.0028287757,0.0002818963,3932170,0.24740466,-0.33393216,-0.019426825,396825,0.0,0.0,0.0
