timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
78771570,3932170,0.0021122568,-0.0002682251,0.0001796098,3932170,0.0,0.0,0.14851177,396825,0.0,0.0,0.0
78781592,3932170,0.0021121788,-0.0002682152,0.00017960316,3932170,0.0,0.0,0.14850627,396825,0.0,0.0,0.0
79773870,3932170,0.0021111954,-0.00027965847,0.000112374524,3932170,0.0,0.0,0.14896068,396825,0.0,0.0,0.0
80776170,3932170,0.002108373,-0.00029107003,3.6364472e-05,3932170,0.0,0.0,0.1492416,396825,0.0,0.0,0.0
81778470,3932170,0.0021079555,-0.0003038914,-3.5159435e-05,3932170,0.0,0.0,0.15002152,396825,0.0,0.0,0.0
82770747,3932170,0.0021074463,-0.00031245194,-8.881042e-05,3932170,0.0,0.0,0.15049915,396825,0.0,0.0,0.0
83773048,3932170,0.0021047865,-0.00031803286,-0.00013849586,3932170,0.0,0.0,0.15028125,396825,0.0,0.0,0.0
84775347,3932170,0.0020973226,-0.00032757744,-0.000186873,3932170,0.0,0.0,0.15053095,396825,0.0,0.0,0.0
85777647,3932170,0.0020886175,-0.00033645035,-0.00022238174,3932170,0.0,0.0,0.15043911,396825,0.0,0.0,0.0
86769965,3932170,0.002070458,-0.00033640623,-0.00031112088,3932170,-0.0038433091,-0.023795182,0.15089309,396825,0.0,0.0,0.0
87772223,3932170,0.0020534808,-0.00035280408,-0.0006434282,3932170,0.036302388,-0.005675935,0.15070426,396825,0.0,0.0,0.0
88774523,3932170,0.0020333282,-0.00036244956,-0.00096591853,3932170,0.031316403,-0.0040750797,0.1501076,396825,0.0,0.0,0.0
89776822,3932170,0.0020286988,-0.00036487824,-0.0010778356,3932170,0.035755113,0.0035901675,0.14913385,396825,0.0,0.0,0.0
90779122,3932170,0.0020372306,-0.0003702547,-0.0009582499,3932170,0.037159506,0.003295578,0.14899461,396825,0.0,0.0,0.0
91771398,3932170,0.0020407015,-0.00038654348,-0.0009093357,3932170,0.037159648,0.0032955904,0.14857417,396825,0.0,0.0,0.0
92773697,3932170,0.0020268972,-0.00038299197,-0.00087841146,3932170,0.037159685,0.003295594,0.14781617,396825,0.0,0.0,0.0
