timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
208620798,3932170,0.001982692,-0.0010894996,0.00079190184,3932170,-0.02233935,-0.027291257,0.11809316,396825,0.0,0.0,0.0
208630826,3932170,0.001982522,-0.00108957,0.0007906506,3932170,-0.022339283,-0.027291175,0.11809581,396825,0.0,0.0,0.0
209623098,3932170,0.001991144,-0.0010904659,0.00080866466,3932170,-0.022339376,-0.027291289,0.11732738,396825,0.0,0.0,0.0
210625399,3932170,0.0020034062,-0.0011042304,0.00082550733,3932170,-0.02233821,-0.027289864,0.11718324,396825,0.0,0.0,0.0
211627700,3932170,0.0020122777,-0.0011172969,0.0008376061,3932170,-0.022339256,-0.027291143,0.11689551,396825,0.0,0.0,0.0
212630002,3932170,0.0020144607,-0.0011284968,0.0008429669,3932170,-0.022337886,-0.027289467,0.116839685,396825,0.0,0.0,0.0
213622282,3932170,0.0020113545,-0.0011371088,0.00085037557,3932170,-0.022338495,-0.027290212,0.11669746,396825,0.0,0.0,0.0
214629595,3932170,0.002019565,-0.0011389026,0.0008592235,3932170,-0.02243288,-0.02740552,0.117470436,396825,0.0,0.0,0.0
215621873,3932170,0.0020115639,-0.0011314189,0.00086114684,3932170,-0.022373803,-0.027333347,0.1165048,396825,0.0,0.0,0.0
216624176,3932170,0.0020055205,-0.0011254647,0.0008615802,3932170,-0.022351922,-0.027306616,0.11553944,396825,0.0,0.0,0.0
217621466,3932170,0.0020161704,-0.0011302558,0.0008637478,3932170,-0.022439528,-0.02741364,0.11595684,396825,0.0,0.0,0.0
218628780,3932170,0.0019997368,-0.0011187653,0.0008626019,3932170,-0.02237551,-0.027335433,0.1139978,396825,0.0,0.0,0.0
219631083,3932170,0.0020044146,-0.001124789,0.0008730061,3932170,-0.022400279,-0.027365692,0.112888105,396825,0.0,0.0,0.0
