timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
582560546,3932170,0.0024274187,-0.0013422809,0.001074423,3932170,-0.016678572,-0.02840999,0.11376783,396825,0.0,0.0,0.0
582570557,3932170,0.002427367,-0.0013422522,0.0010744,3932170,-0.016678218,-0.028409384,0.11376541,396825,0.0,0.0,0.0
583562855,3932170,0.0024178806,-0.0013457682,0.0010628882,3932170,-0.016654924,-0.028369708,0.11354233,396825,0.0,0.0,0.0
584560168,3932170,0.0024237775,-0.0013561266,0.0010605943,3932170,-0.016717464,-0.028476238,0.11407819,396825,0.0,0.0,0.0
585562523,3932170,0.002418984,-0.0013553352,0.0010519715,3932170,-0.016669067,-0.0283938,0.11452438,396825,0.0,0.0,0.0
586564827,3932170,0.0024211078,-0.0013575569,0.0010399548,3932170,-0.016651437,-0.028363768,0.1144667,396825,0.0,0.0,0.0
587562166,3932170,0.0024312309,-0.0013671432,0.0010327112,3932170,-0.016699757,-0.028446076,0.1147225,396825,0.0,0.0,0.0
588569451,3932170,0.0024267882,-0.0013689557,0.0010231095,3932170,-0.016662389,-0.028382422,0.11436378,396825,0.0,0.0,0.0
589561750,3932170,0.0024322849,-0.001375465,0.0010153336,3932170,-0.016683202,-0.028417878,0.11397473,396825,0.0,0.0,0.0
590564071,3932170,0.0024299796,-0.0013748521,0.0010050462,3932170,-0.016656574,-0.028372519,0.11389666,396825,0.0,0.0,0.0
591561385,3932170,0.0024337445,-0.0013752887,0.0009957622,3932170,-0.016646847,-0.02835595,0.11271494,396825,0.0,0.0,0.0
592563703,3932170,0.0024427825,-0.0013800381,0.0009806035,3932170,-0.01667702,-0.028407346,0.112191744,396825,0.0,0.0,0.0
593571036,3932170,0.002449846,-0.0013861461,0.00096540427,3932170,-0.01670371,-0.02845281,0.11182757,396825,0.0,0.0,0.0
