timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
96042525,3932170,0.0020845765,-0.0011635858,0.001402433,3932170,0.0,0.0,0.1178987,396825,0.0,0.0,0.0
96052546,3932170,0.002084361,-0.0011642281,0.0013982545,3932170,0.0,0.0,0.11791678,396825,0.0,0.0,0.0
97044824,3932170,0.0020860787,-0.0011588945,0.0013347798,3932170,0.0,0.0,0.11808498,396825,0.0,0.0,0.0
98047125,3932170,0.0020922816,-0.0011488034,0.0013137403,3932170,-0.0026794286,0.0014863997,0.11840087,396825,0.0,0.0,0.0
99039403,3932170,0.0021126058,-0.0010882261,0.0016797533,3932170,-0.017542887,0.011577754,0.11764205,396825,0.0,0.0,0.0
100041704,3932170,0.0021341613,-0.0010165493,0.002160477,3932170,-0.019954076,0.006863345,0.116735056,396825,0.0,0.0,0.0
101044004,3932170,0.0021339266,-0.0010170703,0.0021609245,3932170,-0.020004464,0.0047759837,0.11752081,396825,0.0,0.0,0.0
102046307,3932170,0.002135079,-0.0010162331,0.00216025,3932170,-0.021647353,-0.0011512897,0.1172254,396825,0.0,0.0,0.0
103048606,3932170,0.0021265876,-0.00094982854,0.0024796226,3932170,-0.024831519,-0.029005133,0.11491556,396825,0.0,0.0,0.0
104040888,3932170,0.0021525978,-0.00093544606,0.0027878813,3932170,-0.022339366,-0.027291277,0.11457038,396825,0.0,0.0,0.0
105043224,3932170,0.0020748356,-0.0009341525,0.002941727,3932170,-0.022339357,-0.027291266,0.114570335,396825,0.0,0.0,0.0
106045486,3932170,0.0019164956,-0.00097201596,0.0030376865,3932170,-0.022339376,-0.027291289,0.11457043,396825,0.0,0.0,0.0
