timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
36143645,3932170,0.0021615974,-0.00043070767,8.3273495e-05,3932170,0.0,0.0,0.14759739,396825,0.0,0.0,0.0
36153667,3932170,0.0021616018,-0.00043070852,8.327366e-05,3932170,0.0,0.0,0.14759767,396825,0.0,0.0,0.0
37145947,3932170,0.0021460126,-0.00045137468,-0.00012262755,3932170,0.0,0.0,0.14689434,396825,0.0,0.0,0.0
38148250,3932170,0.0021401464,-0.0004734152,-0.00030558635,3932170,0.0,0.0,0.1471181,396825,0.0,0.0,0.0
39150553,3932170,0.0021309075,-0.00048215652,-0.0004777681,3932170,0.0,0.0,0.14742935,396825,0.0,0.0,0.0
40142833,3932170,0.0021258872,-0.00049106835,-0.0006305523,3932170,0.0,0.0,0.1471502,396825,0.0,0.0,0.0
41145178,3932170,0.0021188513,-0.00049600855,-0.0007778021,3932170,0.0,0.0,0.14767039,396825,0.0,0.0,0.0
42147438,3932170,0.0021124666,-0.0004963163,-0.00088211545,3932170,0.0,0.0,0.14788128,396825,0.0,0.0,0.0
43149741,3932170,0.0020975973,-0.0004907301,-0.0009558759,3932170,0.0,0.0,0.1472287,396825,0.0,0.0,0.0
44152049,3932170,0.0020779949,-0.00048601086,-0.001055733,3932170,0.0,0.0,0.14654176,396825,0.0,0.0,0.0
