timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
1332637963,1,0,1,0,0,0,0,0
1333142060,1,0,1,0,0,0,0,0
1333652980,1,0,1,0,0,0,0,0
1334164106,1,0,1,0,0,0,0,0
1334675513,1,0,1,0,0,0,0,0
1335185957,1,0,1,0,0,0,0,0
1335695942,1,0,1,0,0,0,0,0
1336204938,1,0,1,0,0,0,0,0
1336705987,1,0,1,0,0,0,0,0
1337217393,1,0,1,0,0,0,0,0
1337727996,1,0,1,0,0,0,0,0
1338236985,1,0,1,0,0,0,0,0
1338748110,1,0,1,0,0,0,0,0
1339258984,1,0,1,0,0,0,0,0
1339759025,1,0,1,0,0,0,0,0
1340260076,1,0,1,0,0,0,0,0
1340770940,1,0,1,0,0,0,0,0
1341271031,1,0,1,0,0,0,0,0
1341781220,1,0,1,0,0,0,0,0
1342289077,1,0,1,0,0,0,0,0
1342799996,1,0,1,0,0,0,0,0
1343310232,1,0,1,0,0,0,0,0
1343399385,1,0,1,0,0,0,0,0
1343900025,1,0,1,0,0,0,0,0
1344408419,1,0,1,0,0,0,0,0
1344918938,1,0,1,0,0,0,0,0
1345419232,1,0,1,0,0,0,0,0
1345926547,1,0,1,0,0,0,0,0
1346431007,1,0,1,0,0,0,0,0
1346941190,1,0,1,0,0,0,0,0
1347441984,1,0,1,0,0,0,0,0
1347951293,1,0,1,0,0,0,0,0
1348456064,1,0,1,0,0,0,0,0
1348962006,1,0,1,0,0,0,0,0
1349470093,1,0,1,0,0,0,0,0
1349970988,1,0,1,0,0,0,0,0
1350477257,1,0,1,0,0,0,0,0
1350984215,1,0,1,0,0,0,0,0
1351494060,1,0,1,0,0,0,0,0
1351999988,1,0,1,0,0,0,0,0
1352501030,1,0,1,0,0,0,0,0
1353011950,1,0,1,0,0,0,0,0
1353523683,1,0,1,0,0,0,0,0
1354025938,1,0,1,0,0,0,0,0
1354537408,1,0,1,0,0,0,0,0
1355044392,1,0,1,0,0,0,0,0
1355556319,1,0,1,0,0,0,0,0
1356060938,1,0,1,0,0,0,0,0
1356569980,1,0,1,0,0,0,0,0
1357071295,1,0,1,0,0,0,0,0
1357580948,1,0,1,0,0,0,0,0
1358087921,1,0,1,0,0,0,0,0
1358597941,1,0,1,0,0,0,0,0
1359104102,1,0,1,0,0,0,0,0
1359612943,1,0,1,0,0,0,0,0
1360115774,1,0,1,0,0,0,0,0
1360625504,1,0,1,0,0,0,0,0
1361130950,1,0,1,0,0,0,0,0
1361634211,1,0,1,0,0,0,0,0
1362148632,1,0,1,0,0,0,0,0
1362649131,1,0,1,0,0,0,0,0
1363153027,1,0,1,0,0,0,0,0
1363656979,1,0,1,0,0,0,0,0
1364164069,1,0,1,0,0,0,0,0
1364670015,1,0,1,0,0,0,0,0
1365172980,1,0,1,0,0,0,0,0
1365680033,1,0,1,0,0,0,0,0
1366184059,1,0,1,0,0,0,0,0
1366693124,1,0,1,0,0,0,0,0
1367203018,1,0,1,0,0,0,0,0
1367711286,1,0,1,0,0,0,0,0
1368222392,1,0,1,0,0,0,0,0
1368735061,1,0,1,0,0,0,0,0
1369236189,1,0,1,0,0,0,0,0
1369745942,1,0,1,0,0,0,0,0
1370253458,1,0,1,0,0,0,0,0
1370761560,1,0,1,0,0,0,0,0
1371261709,1,0,1,0,0,0,0,0
1371763197,1,0,1,0,0,0,0,0
1372262988,1,0,1,0,0,0,0,0
1372771034,1,0,1,0,0,0,0,0
1373280228,1,0,1,0,0,0,0,0
1373789940,1,0,1,0,0,0,0,0
1374295689,1,0,1,0,0,0,0,0
1374798018,1,0,1,0,0,0,0,0
1375299221,1,0,1,0,0,0,0,0
1375809053,1,0,1,0,0,0,0,0
1376312984,1,0,1,0,0,0,0,0
1376823027,1,0,1,0,0,0,0,0
1377335629,1,0,1,0,0,0,0,0
1377841046,1,0,1,0,0,0,0,0
1378344982,1,0,1,0,0,0,0,0
1378853125,1,0,1,0,0,0,0,0
1379357939,1,0,1,0,0,0,0,0
1379862351,1,0,1,0,0,0,0,0
1380366788,1,0,1,0,0,0,0,0
1380872939,1,0,1,0,0,0,0,0
1381382991,1,0,1,0,0,0,0,0
1381891239,1,0,1,0,0,0,0,0
1382400939,1,0,1,0,0,0,0,0
1382901310,1,0,1,0,0,0,0,0
1383407560,1,0,1,0,0,0,0,0
1383909948,1,0,1,0,0,0,0,0
1384421046,1,0,1,0,0,0,0,0
1384930246,1,0,1,0,0,0,0,0
1385440979,1,0,1,0,0,0,0,0
1385942062,1,0,1,0,0,0,0,0
1386449372,1,0,1,0,0,0,0,0
1386959969,1,0,1,0,0,0,0,0
1387465989,1,0,1,0,0,0,0,0
1387967028,1,0,1,0,0,0,0,0
1388469029,1,0,1,0,0,0,0,0
1388971229,1,0,1,0,0,0,0,0
1389476031,1,0,1,0,0,0,0,0
1389985445,1,0,1,0,0,0,0,0
1390500346,1,0,1,0,0,0,0,0
1391000951,1,0,1,0,0,0,0,0
1391509948,1,0,1,0,0,0,0,0
1392015945,1,0,1,0,0,0,0,0
1392524980,1,0,1,0,0,0,0,0
1393030573,1,0,1,0,0,0,0,0
1393535832,1,0,1,0,0,0,0,0
1394045993,1,0,1,0,0,0,0,0
1394549943,1,0,1,0,0,0,0,0
1395050167,1,0,1,0,0,0,0,0
1395554101,1,0,1,0,0,0,0,0
1396062943,1,0,1,0,0,0,0,0
1396567399,1,0,1,0,0,0,0,0
1397070835,1,0,1,0,0,0,0,0
1397570939,1,0,1,0,0,0,0,0
1398073022,1,0,1,0,0,0,0,0
1398582114,1,0,1,0,0,0,0,0
1399094497,1,0,1,0,0,0,0,0
1399598948,1,0,1,0,0,0,0,0
1399798959,1,0,1,0,0,0,0,0
1400307978,1,0,1,0,0,0,0,0
1400820214,1,0,1,0,0,0,0,0
1401320306,1,0,1,0,0,0,0,0
1401820940,1,0,1,0,0,0,0,0
1402321149,1,0,1,0,0,0,0,0
1402821978,1,0,1,0,0,0,0,0
1403322075,1,0,1,0,0,0,0,0
1403833023,1,0,1,0,0,0,0,0
1404344090,1,0,1,0,0,0,0,0
1404844318,1,0,1,0,0,0,0,0
1405352947,1,0,1,0,0,0,0,0
1405863146,1,0,1,0,0,0,0,0
1406374918,1,0,1,0,0,0,0,0
1406884939,1,0,1,0,0,0,0,0
1407394973,1,0,1,0,0,0,0,0
1407904939,1,0,1,0,0,0,0,0
1408414067,1,0,1,0,0,0,0,0
1408914397,1,0,1,0,0,0,0,0
1409422939,1,0,1,0,0,0,0,0
