timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1333884816,1333884410,3801098,-0.53342813,1.7022774,-9.16261,36.35863,0,0,0,0,5
1334887400,1334886986,3801098,-0.38019922,-1.0247183,-10.230903,36.30967,0,0,0,0,5
1335886245,1335885839,3801098,0.3701436,-2.2031443,-10.829453,36.21175,0,0,0,0,5
1336885094,1336884692,3801098,-2.0887015,7.1423826,-10.054689,36.162792,0,0,0,0,5
1337885206,1337884793,3801098,23.67626,9.272743,-17.557638,36.35863,0,0,0,0,5
1338887796,1338887394,3801098,-9.931149,7.144777,-9.527487,36.30967,0,0,0,0,5
1339886657,1339886244,3801098,-1.6112977,1.3661315,-25.90622,36.35863,0,0,0,0,5
1340885522,1340885096,3801098,-13.211684,8.797255,-11.762713,36.35863,0,0,0,0,5
1341888109,1341887697,3801098,14.512215,8.3821,-18.860563,36.162792,0,0,0,0,5
1342883215,1342882803,3801098,12.194627,2.285505,-18.686745,36.162792,0,0,0,0,5
1343885805,1343885403,3801098,1.3359646,-11.947066,-13.653174,36.30967,0,0,0,0,5
1344885916,1344885508,3801098,12.318168,-4.774996,-3.5204341,36.21175,0,0,0,0,5
1345888510,1345888100,3801098,-1.2741941,3.9102104,-0.9878476,36.21175,0,0,0,0,5
1346884861,1346884452,3801098,-6.9738307,0.88154507,-6.823475,36.21175,0,0,0,0,5
1347887465,1347887046,3801098,-0.26623523,-2.6460717,-13.125493,36.01591,0,0,0,0,5
1348886306,1348885904,3801098,-3.8019924,-1.9742588,6.772239,36.30967,0,0,0,0,5
1349883920,1349883492,3801098,7.5383835,-5.312255,-25.334005,36.064873,0,0,0,0,5
1350885265,1350884837,3801098,1.6486473,7.8984714,-14.567281,36.064873,0,0,0,0,5
1351886584,1351886182,3801098,0.25187004,-19.740671,13.825078,36.162792,0,0,0,0,5
1352890440,1352890025,3801098,20.992361,5.5440135,-11.267114,36.21175,0,0,0,0,5
1353884281,1353883880,3801098,16.80634,-5.6967635,-1.9120095,35.966953,0,0,0,0,5
1354885618,1354885209,3801098,4.280833,1.0970232,-16.865236,35.673195,0,0,0,0,5
1355888202,1355887789,3801098,-5.680483,9.853098,-16.663645,35.673195,0,0,0,0,5
1356883290,1356882878,3801098,-1.1319786,12.276988,-9.985258,35.673195,0,0,0,0,5
1357885870,1357885454,3801098,3.8848317,-12.872186,-18.797358,35.281517,0,0,0,0,5
1358885956,1358885534,3801098,4.9449844,5.5655613,12.298057,35.624237,0,0,0,0,5
1359888519,1359888107,3801098,9.919178,-38.354633,12.492466,35.4284,0,0,0,0,5
1360887338,1360886925,3801098,-13.117831,-6.733932,17.08646,35.08568,0,0,0,0,5
1361886147,1361885737,3801098,-1.487757,4.3224916,-15.658079,35.23256,0,0,0,0,5
1362886209,1362885801,3801098,-3.8254554,17.200903,-11.286746,35.08568,0,0,0,0,5
1363883801,1363883366,3801098,3.6851554,8.942822,-11.932222,35.13464,0,0,0,0,5
1364891327,1364890916,3801098,-5.439626,-12.526942,-10.3434305,34.74296,0,0,0,0,5
1365885133,1365884732,3801098,-1.5773001,-7.0949774,-14.330255,34.88984,0,0,0,0,5
1366886477,1366886050,3801098,-13.847105,-18.04893,-15.319539,35.08568,0,0,0,0,5
1367884036,1367883602,3801098,0.14460978,9.646718,-3.7019148,34.791924,0,0,0,0,5
1368885323,1368884910,3801098,-6.8009696,-4.3014226,2.9506142,34.98776,0,0,0,0,5
1369886633,1369886216,3801098,-14.756902,-7.5436506,-12.851596,34.791924,0,0,0,0,5
1370884177,1370883775,3801098,2.1940465,-10.410468,-0.10821792,34.791924,0,0,0,0,5
1371884263,1371883831,3801098,-0.38498765,-10.97502,-18.668549,34.88984,0,0,0,0,5
1372888040,1372887634,3801098,-3.6310463,8.91074,-3.8522706,34.791924,0,0,0,0,5
1373886862,1373886442,3801098,-10.472239,-8.4587145,16.737864,34.9388,0,0,0,0,5
1374884420,1374883999,3801098,-9.032845,1.8109742,-8.27484,34.694004,0,0,0,0,5
1375885717,1375885303,3801098,9.435549,8.443392,-14.574464,34.791924,0,0,0,0,5
1376888255,1376887854,3801098,6.3657036,6.556761,-18.626411,34.596085,0,0,0,0,5
1377883315,1377882906,3801098,19.69183,-34.46262,-19.995893,34.596085,0,0,0,0,5
