timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
1332883961,4.9081054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1333384217,4.7518067,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1333893939,4.8001466,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1334393939,4.964502,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1334895712,4.842041,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1335394114,4.5745606,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1335894755,4.861377,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1336383947,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1336883958,4.5294433,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1337393936,4.851709,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1337894082,4.856543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1338393940,4.6229005,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1338896218,4.951611,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1339384951,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1339895450,4.5987306,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1340383967,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1340893958,4.8887696,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1341393939,4.6180663,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1341893980,4.867822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1342393937,4.861377,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1342883942,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1343385219,4.8500977,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1343894573,4.8049803,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1344394131,4.627734,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1344894940,4.8355956,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1345396202,4.8597655,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1345897349,4.635791,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1346383939,4.9532228,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1346883936,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1347383979,4.82915,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1347896222,4.8984375,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1348394149,4.817871,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1348895173,4.606787,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1349383939,4.6245117,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1349886116,4.7953124,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1350396152,4.822705,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1350884143,4.8484864,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1351393951,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1351895096,4.951611,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1352394912,4.85332,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1352899246,4.9177732,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1353383936,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1353883979,4.6229005,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1354383939,4.626123,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1354893936,4.8436522,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1355393955,4.84043,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1355893942,4.8243165,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1356395271,4.8645997,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1356888848,4.5858397,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1357394032,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1357894789,4.851709,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1358396193,4.82915,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1358893939,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1359394193,4.8710446,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1359893936,4.616455,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1360383943,4.8001466,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1360889100,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1361397627,4.8114257,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1361894575,4.8952146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1362393980,4.7582517,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
1362893942,4.5342774,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
