timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
94854157,4.9918942,3.3290038,1,0,1,0,1,0,0
94864211,5.0112305,3.3290038,1,0,1,0,1,0,0
95355006,5.0063963,3.3273926,1,0,1,0,1,0,0
95864079,4.9918942,3.3290038,1,0,1,0,1,0,0
96354189,4.995117,3.3290038,1,0,1,0,1,0,0
96854073,4.920996,3.3290038,1,0,1,0,1,0,0
97354091,4.9967284,3.3306153,1,0,1,0,1,0,0
97854129,5.019287,3.3322265,1,0,1,0,1,0,0
98354085,4.995117,3.3306153,1,0,1,0,1,0,0
98854132,4.993506,3.3290038,1,0,1,0,1,0,0
99354077,4.9967284,3.3273926,1,0,1,0,1,0,0
99854103,4.9226074,3.3322265,1,0,1,0,1,0,0
100354080,4.920996,3.3322265,1,0,1,0,1,0,0
100854164,5.017676,3.3290038,1,0,1,0,1,0,0
101354106,4.9129395,3.3290038,1,0,1,0,1,0,0
101854392,5.0015626,3.3290038,1,0,1,0,1,0,0
102354078,4.995117,3.3290038,1,0,1,0,1,0,0
102854073,4.916162,3.3306153,1,0,1,0,1,0,0
103354081,5.0015626,3.3273926,1,0,1,0,1,0,0
103854440,4.9918942,3.3273926,1,0,1,0,1,0,0
104354080,4.95,3.3290038,1,0,1,0,1,0,0
104854072,4.914551,3.3290038,1,0,1,0,1,0,0
105354080,4.95,3.3290038,1,0,1,0,1,0,0
105854075,4.9483886,3.3273926,1,0,1,0,1,0,0
