timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
587523958,4.6438475,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
587533937,4.552002,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
588025192,4.7469726,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
588524664,4.84043,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
589024156,4.5842285,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
589523992,4.9226074,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
590023999,4.975781,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
590523940,4.920996,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
591023939,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
591524071,4.755029,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
592023939,4.85332,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
592525095,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
593024588,4.861377,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
593524091,4.8484864,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
594034006,4.914551,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
594523936,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
595024076,4.808203,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
595523939,4.929053,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
596023946,4.817871,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
596523940,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
597023936,4.8887696,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
597525124,5.057959,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
598024338,4.8194823,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
