timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
31595086,5.024121,3.3290038,1,0,1,0,1,0,0
31605145,5.0063963,3.325781,1,0,1,0,1,0,0
32105082,5.0063963,3.3273926,1,0,1,0,1,0,0
32605216,4.9371095,3.3306153,1,0,1,0,1,0,0
33105352,5.040234,3.3290038,1,0,1,0,1,0,0
33605133,5.017676,3.3322265,1,0,1,0,1,0,0
34095121,5.0112305,3.3306153,1,0,1,0,1,0,0
34595072,5.014453,3.3322265,1,0,1,0,1,0,0
35105357,5.0112305,3.3290038,1,0,1,0,1,0,0
35605080,4.940332,3.3322265,1,0,1,0,1,0,0
36105070,5.0499024,3.3322265,1,0,1,0,1,0,0
36605092,4.9822264,3.3290038,1,0,1,0,1,0,0
