timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
172425517,4.9709473,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
172934540,4.866211,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
173434472,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
173933965,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
174423967,4.5197754,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
174933939,4.9226074,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
175423980,4.911328,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
175923937,4.9177732,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
176423943,4.906494,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
176934812,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
177434572,4.655127,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
177934186,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
178423939,4.867822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
178924115,4.906494,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
179423936,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
179924145,4.867822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
180433939,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
180935611,4.914551,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
181435155,4.8726563,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
181934695,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
182433941,4.640625,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
182923980,4.8194823,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
183423939,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
183933979,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
184433936,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
184933939,4.867822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
185434860,4.8500977,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
185924262,4.8049803,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
186434216,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
186923939,4.6599607,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
187434123,4.779199,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
187923939,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
188434150,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
188923939,4.887158,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
