timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
547033941,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
547534205,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
548033939,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
548533980,4.822705,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
549033939,4.914551,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
549533936,4.587451,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
550035405,4.903271,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
550534756,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
551034432,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
551533954,4.8597655,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
552033979,4.8710446,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
552533956,4.6341796,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
553033939,4.8597655,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
553534120,4.808203,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
554033936,4.6599607,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
554533945,4.9596677,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
555035193,4.9129395,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
555534440,4.71958,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
556034152,4.851709,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
556533939,4.8694334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
557034205,4.6325684,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
557533937,4.9193845,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
