timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
29535943,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
29546064,4.914551,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
30036212,4.7582517,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
30535942,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
31036030,4.861377,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
31537207,4.748584,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
32036370,4.8484864,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
32535944,4.8710446,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
33035938,4.7469726,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
33535938,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
34036038,4.9354978,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
34535985,4.74375,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
35035938,4.8500977,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
35535935,4.9322753,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
36035935,4.7211914,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
36537605,4.8952146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
37036585,4.9918942,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
37536542,4.724414,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
38035982,4.9242187,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
38535938,4.927441,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
39036144,5.067627,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
39535939,4.940332,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
40035939,4.9371095,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
40536028,4.941943,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
41035938,4.7324705,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
41537675,5.0112305,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
42036706,4.993506,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
42536165,4.9081054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
43036124,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
43535939,4.945166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
44035972,4.929053,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
44535942,4.9467773,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
