timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
30636082,5.014453,3.3290038,1,0,1,0,1,0,0
30646075,5.033789,3.3306153,1,0,1,0,1,0,0
31136078,5.004785,3.3273926,1,0,1,0,1,0,0
31636124,5.0257325,3.3322265,1,0,1,0,1,0,0
32136075,5.0128417,3.3290038,1,0,1,0,1,0,0
32636085,5.040234,3.3322265,1,0,1,0,1,0,0
33136167,5.0112305,3.3290038,1,0,1,0,1,0,0
33636077,5.014453,3.3273926,1,0,1,0,1,0,0
34136364,4.9371095,3.3290038,1,0,1,0,1,0,0
34636077,5.0208983,3.3322265,1,0,1,0,1,0,0
35136074,5.017676,3.3290038,1,0,1,0,1,0,0
35636103,4.9483886,3.3306153,1,0,1,0,1,0,0
36136318,5.033789,3.3290038,1,0,1,0,1,0,0
36636075,5.0370116,3.3290038,1,0,1,0,1,0,0
37136158,5.0370116,3.3290038,1,0,1,0,1,0,0
37636129,5.0354004,3.3290038,1,0,1,0,1,0,0
38136217,4.945166,3.3322265,1,0,1,0,1,0,0
38636398,5.014453,3.3290038,1,0,1,0,1,0,0
39136084,5.014453,3.3306153,1,0,1,0,1,0,0
39636074,5.064404,3.3290038,1,0,1,0,1,0,0
40136150,5.040234,3.3306153,1,0,1,0,1,0,0
40636460,5.041846,3.3290038,1,0,1,0,1,0,0
41136117,4.945166,3.3306153,1,0,1,0,1,0,0
41636076,5.078906,3.3290038,1,0,1,0,1,0,0
