timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
82284202,5.0208983,3.3306153,1,0,1,0,1,0,0
82294206,4.990283,3.3290038,1,0,1,0,1,0,0
82784078,5.004785,3.3290038,1,0,1,0,1,0,0
83284213,4.914551,3.3273926,1,0,1,0,1,0,0
83784078,4.993506,3.3290038,1,0,1,0,1,0,0
84284078,5.003174,3.3290038,1,0,1,0,1,0,0
84784078,4.941943,3.3290038,1,0,1,0,1,0,0
85284118,4.999951,3.3290038,1,0,1,0,1,0,0
85784081,4.995117,3.3322265,1,0,1,0,1,0,0
86284298,4.951611,3.3306153,1,0,1,0,1,0,0
86784121,4.9467773,3.3306153,1,0,1,0,1,0,0
87284104,4.9967284,3.3290038,1,0,1,0,1,0,0
87784586,4.9193845,3.3290038,1,0,1,0,1,0,0
88284079,5.0080075,3.3306153,1,0,1,0,1,0,0
88784086,5.016064,3.3290038,1,0,1,0,1,0,0
89284135,4.9226074,3.3290038,1,0,1,0,1,0,0
89784080,4.999951,3.3290038,1,0,1,0,1,0,0
90284079,5.0063963,3.3290038,1,0,1,0,1,0,0
90784078,4.9467773,3.3290038,1,0,1,0,1,0,0
91284077,4.995117,3.3290038,1,0,1,0,1,0,0
91784083,4.9967284,3.3290038,1,0,1,0,1,0,0
92285040,4.995117,3.3273926,1,0,1,0,1,0,0
92784171,4.9822264,3.3290038,1,0,1,0,1,0,0
93284079,5.0595703,3.3306153,1,0,1,0,1,0,0
