timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
84454159,4.9967284,3.3290038,1,0,1,0,1,0,0
84464185,4.9967284,3.3290038,1,0,1,0,1,0,0
84954074,4.995117,3.3290038,1,0,1,0,1,0,0
85454127,5.0208983,3.3290038,1,0,1,0,1,0,0
85954080,5.019287,3.325781,1,0,1,0,1,0,0
86454113,4.990283,3.3290038,1,0,1,0,1,0,0
86954072,5.0015626,3.3290038,1,0,1,0,1,0,0
87454074,4.995117,3.3290038,1,0,1,0,1,0,0
87954111,4.995117,3.3290038,1,0,1,0,1,0,0
88454076,4.941943,3.3306153,1,0,1,0,1,0,0
88954431,5.0015626,3.3290038,1,0,1,0,1,0,0
89454073,5.0112305,3.3306153,1,0,1,0,1,0,0
89954091,4.92583,3.3306153,1,0,1,0,1,0,0
90454080,4.911328,3.3306153,1,0,1,0,1,0,0
90954512,4.9967284,3.3290038,1,0,1,0,1,0,0
91454073,4.941943,3.3290038,1,0,1,0,1,0,0
91954079,5.004785,3.3273926,1,0,1,0,1,0,0
92454133,5.0499024,3.3306153,1,0,1,0,1,0,0
92954109,4.9532228,3.3290038,1,0,1,0,1,0,0
