timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
42263078,5.041846,3.3290038,1,0,1,0,1,0,0
42273093,5.016064,3.3306153,1,0,1,0,1,0,0
42763118,5.0370116,3.3306153,1,0,1,0,1,0,0
43263090,5.0112305,3.3290038,1,0,1,0,1,0,0
43763079,5.016064,3.3273926,1,0,1,0,1,0,0
44263172,5.0112305,3.3273926,1,0,1,0,1,0,0
44763079,5.0112305,3.3290038,1,0,1,0,1,0,0
45263481,4.9580564,3.3290038,1,0,1,0,1,0,0
45763109,4.969336,3.3306153,1,0,1,0,1,0,0
46263076,5.0128417,3.3306153,1,0,1,0,1,0,0
46763084,5.014453,3.3306153,1,0,1,0,1,0,0
47263165,5.014453,3.3290038,1,0,1,0,1,0,0
47763208,5.009619,3.3290038,1,0,1,0,1,0,0
48263076,4.969336,3.3290038,1,0,1,0,1,0,0
48763201,4.930664,3.3273926,1,0,1,0,1,0,0
49263106,5.016064,3.3273926,1,0,1,0,1,0,0
49763079,4.9354978,3.3273926,1,0,1,0,1,0,0
50263737,5.0112305,3.3290038,1,0,1,0,1,0,0
50763082,5.014453,3.3290038,1,0,1,0,1,0,0
51263158,4.9709473,3.3290038,1,0,1,0,1,0,0
51763102,5.014453,3.3290038,1,0,1,0,1,0,0
52263076,5.0128417,3.3290038,1,0,1,0,1,0,0
52763508,4.9467773,3.3306153,1,0,1,0,1,0,0
53263078,5.043457,3.3306153,1,0,1,0,1,0,0
53763078,5.014453,3.3290038,1,0,1,0,1,0,0
54263078,5.017676,3.3290038,1,0,1,0,1,0,0
54763077,5.009619,3.3290038,1,0,1,0,1,0,0
55263108,5.041846,3.3273926,1,0,1,0,1,0,0
55763146,5.0128417,3.3306153,1,0,1,0,1,0,0
56263081,5.040234,3.3290038,1,0,1,0,1,0,0
56763083,5.0112305,3.3290038,1,0,1,0,1,0,0
57263197,4.945166,3.3273926,1,0,1,0,1,0,0
57763076,5.014453,3.3273926,1,0,1,0,1,0,0
58263104,5.014453,3.3322265,1,0,1,0,1,0,0
58763210,5.040234,3.3306153,1,0,1,0,1,0,0
59263079,5.043457,3.3290038,1,0,1,0,1,0,0
59763714,5.028955,3.3273926,1,0,1,0,1,0,0
60263078,5.043457,3.3306153,1,0,1,0,1,0,0
60763077,5.0354004,3.3290038,1,0,1,0,1,0,0
61263106,5.019287,3.3306153,1,0,1,0,1,0,0
61763119,5.0128417,3.3290038,1,0,1,0,1,0,0
62263242,5.016064,3.3290038,1,0,1,0,1,0,0
62763076,5.0370116,3.3290038,1,0,1,0,1,0,0
63263078,5.040234,3.3290038,1,0,1,0,1,0,0
63763110,5.009619,3.3290038,1,0,1,0,1,0,0
64263100,5.009619,3.325781,1,0,1,0,1,0,0
64763829,4.9371095,3.3290038,1,0,1,0,1,0,0
65263137,5.040234,3.3290038,1,0,1,0,1,0,0
65763115,4.945166,3.3290038,1,0,1,0,1,0,0
66263077,4.940332,3.3306153,1,0,1,0,1,0,0
66763117,5.0128417,3.3290038,1,0,1,0,1,0,0
67263114,4.951611,3.3306153,1,0,1,0,1,0,0
67763196,5.041846,3.3306153,1,0,1,0,1,0,0
68263085,5.0112305,3.3290038,1,0,1,0,1,0,0
68763081,4.9612794,3.3290038,1,0,1,0,1,0,0
69263289,5.016064,3.3290038,1,0,1,0,1,0,0
69763205,5.014453,3.3290038,1,0,1,0,1,0,0
70263108,4.9435544,3.3306153,1,0,1,0,1,0,0
70763226,5.0112305,3.3290038,1,0,1,0,1,0,0
71263089,5.017676,3.3306153,1,0,1,0,1,0,0
71763111,5.016064,3.3290038,1,0,1,0,1,0,0
72263083,5.017676,3.3290038,1,0,1,0,1,0,0
72763107,5.0370116,3.3306153,1,0,1,0,1,0,0
73263077,4.966113,3.3290038,1,0,1,0,1,0,0
73763183,4.9677243,3.325781,1,0,1,0,1,0,0
74263851,5.064404,3.3273926,1,0,1,0,1,0,0
