timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
278136138,5.038623,3.325781,1,0,1,0,1,0,0
278466425,5.016064,3.3290038,1,0,1,0,1,0,0
278966107,5.0128417,3.3322265,1,0,1,0,1,0,0
279466075,5.0128417,3.3290038,1,0,1,0,1,0,0
279966075,5.043457,3.3306153,1,0,1,0,1,0,0
280466546,4.941943,3.3290038,1,0,1,0,1,0,0
280966108,5.038623,3.3306153,1,0,1,0,1,0,0
281466090,5.0208983,3.3322265,1,0,1,0,1,0,0
281966076,5.0273438,3.325781,1,0,1,0,1,0,0
282466174,5.0482907,3.3322265,1,0,1,0,1,0,0
282967097,5.040234,3.3338377,1,0,1,0,1,0,0
283466094,5.009619,3.3306153,1,0,1,0,1,0,0
283966075,5.041846,3.3290038,1,0,1,0,1,0,0
284466077,5.0466795,3.3306153,1,0,1,0,1,0,0
284966597,5.0466795,3.3290038,1,0,1,0,1,0,0
285466080,5.043457,3.3290038,1,0,1,0,1,0,0
285966075,5.0015626,3.3322265,1,0,1,0,1,0,0
286466122,5.033789,3.3290038,1,0,1,0,1,0,0
286966443,5.0354004,3.3290038,1,0,1,0,1,0,0
287466078,5.017676,3.3290038,1,0,1,0,1,0,0
287966076,4.945166,3.3306153,1,0,1,0,1,0,0
288466154,5.014453,3.3290038,1,0,1,0,1,0,0
288966144,5.041846,3.3306153,1,0,1,0,1,0,0
289466074,5.0128417,3.3322265,1,0,1,0,1,0,0
289966107,5.0257325,3.325781,1,0,1,0,1,0,0
290466081,5.043457,3.3290038,1,0,1,0,1,0,0
290966178,5.014453,3.3290038,1,0,1,0,1,0,0
291466892,5.017676,3.3306153,1,0,1,0,1,0,0
291966224,5.0370116,3.3306153,1,0,1,0,1,0,0
292466081,5.014453,3.3306153,1,0,1,0,1,0,0
292966074,5.014453,3.3290038,1,0,1,0,1,0,0
293466851,5.0112305,3.3338377,1,0,1,0,1,0,0
293966082,4.999951,3.3290038,1,0,1,0,1,0,0
294466074,5.024121,3.3306153,1,0,1,0,1,0,0
294966075,4.9371095,3.3290038,1,0,1,0,1,0,0
295466361,5.0128417,3.3306153,1,0,1,0,1,0,0
295966075,5.0225096,3.3306153,1,0,1,0,1,0,0
296466181,5.016064,3.3306153,1,0,1,0,1,0,0
296966076,4.951611,3.3306153,1,0,1,0,1,0,0
297466078,5.014453,3.3290038,1,0,1,0,1,0,0
297966075,4.975781,3.3290038,1,0,1,0,1,0,0
298466105,5.014453,3.3354492,1,0,1,0,1,0,0
298966075,5.0112305,3.3306153,1,0,1,0,1,0,0
299466295,5.030566,3.3273926,1,0,1,0,1,0,0
299966980,5.014453,3.3322265,1,0,1,0,1,0,0
300466081,5.028955,3.3322265,1,0,1,0,1,0,0
300966075,4.9773927,3.3322265,1,0,1,0,1,0,0
301466094,5.0128417,3.3306153,1,0,1,0,1,0,0
301966578,5.0128417,3.3290038,1,0,1,0,1,0,0
302466074,4.969336,3.3306153,1,0,1,0,1,0,0
302966162,5.0225096,3.3322265,1,0,1,0,1,0,0
303466078,5.017676,3.3290038,1,0,1,0,1,0,0
303966446,4.945166,3.3306153,1,0,1,0,1,0,0
304466132,5.014453,3.3290038,1,0,1,0,1,0,0
304966075,5.017676,3.3290038,1,0,1,0,1,0,0
305466083,4.9725585,3.3322265,1,0,1,0,1,0,0
305966085,5.0450683,3.3322265,1,0,1,0,1,0,0
306466076,5.017676,3.3290038,1,0,1,0,1,0,0
306966105,5.043457,3.3290038,1,0,1,0,1,0,0
307466094,5.016064,3.3322265,1,0,1,0,1,0,0
307966082,5.014453,3.3273926,1,0,1,0,1,0,0
308467220,4.9677243,3.3338377,1,0,1,0,1,0,0
308966108,4.966113,3.3306153,1,0,1,0,1,0,0
309466139,5.0499024,3.3306153,1,0,1,0,1,0,0
