timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
96044183,5.0080075,3.3290038,1,0,1,0,1,0,0
96054182,5.0015626,3.3290038,1,0,1,0,1,0,0
96544831,4.9081054,3.3290038,1,0,1,0,1,0,0
97054110,5.019287,3.3290038,1,0,1,0,1,0,0
97544077,4.995117,3.3306153,1,0,1,0,1,0,0
98044117,5.0273438,3.3306153,1,0,1,0,1,0,0
98544079,5.017676,3.3370605,1,0,1,0,1,0,0
99044083,4.993506,3.3290038,1,0,1,0,1,0,0
99544079,4.9242187,3.3306153,1,0,1,0,1,0,0
100044078,5.004785,3.3306153,1,0,1,0,1,0,0
100544079,4.995117,3.3306153,1,0,1,0,1,0,0
101044094,5.0225096,3.3354492,1,0,1,0,1,0,0
101544174,5.0015626,3.3273926,1,0,1,0,1,0,0
102044170,5.0257325,3.3306153,1,0,1,0,1,0,0
102544093,5.0257325,3.3290038,1,0,1,0,1,0,0
103044236,5.0257325,3.3290038,1,0,1,0,1,0,0
103544077,5.019287,3.3306153,1,0,1,0,1,0,0
104044120,4.9983397,3.3290038,1,0,1,0,1,0,0
104544079,4.9983397,3.3290038,1,0,1,0,1,0,0
105044423,5.0225096,3.3290038,1,0,1,0,1,0,0
105544078,4.9387207,3.3306153,1,0,1,0,1,0,0
106044082,5.0273438,3.3290038,1,0,1,0,1,0,0
106544077,4.95,3.3290038,1,0,1,0,1,0,0
