timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
481066257,5.017676,3.3322265,1,0,1,0,1,0,0
481077182,5.0128417,3.3290038,1,0,1,0,1,0,0
481566076,5.004785,3.3322265,1,0,1,0,1,0,0
482066080,5.0128417,3.3290038,1,0,1,0,1,0,0
482566284,5.0208983,3.3338377,1,0,1,0,1,0,0
483066075,4.9435544,3.3306153,1,0,1,0,1,0,0
483566108,5.0112305,3.325781,1,0,1,0,1,0,0
484066077,5.0080075,3.3322265,1,0,1,0,1,0,0
484566170,4.9725585,3.3290038,1,0,1,0,1,0,0
485066211,5.043457,3.3322265,1,0,1,0,1,0,0
485567073,5.040234,3.3290038,1,0,1,0,1,0,0
486066203,4.9467773,3.3290038,1,0,1,0,1,0,0
486566074,5.0370116,3.3322265,1,0,1,0,1,0,0
487066076,5.019287,3.3322265,1,0,1,0,1,0,0
487566717,5.033789,3.3306153,1,0,1,0,1,0,0
488066083,5.041846,3.3306153,1,0,1,0,1,0,0
488566128,5.017676,3.3290038,1,0,1,0,1,0,0
489066127,5.041846,3.3338377,1,0,1,0,1,0,0
489566340,5.014453,3.3290038,1,0,1,0,1,0,0
490066080,5.038623,3.3322265,1,0,1,0,1,0,0
490566074,4.945166,3.3306153,1,0,1,0,1,0,0
491066073,5.016064,3.3306153,1,0,1,0,1,0,0
491566079,5.017676,3.3306153,1,0,1,0,1,0,0
492066073,5.016064,3.3290038,1,0,1,0,1,0,0
492566151,5.0466795,3.3322265,1,0,1,0,1,0,0
493066074,5.0208983,3.3290038,1,0,1,0,1,0,0
493566274,5.014453,3.325781,1,0,1,0,1,0,0
494066844,5.017676,3.3290038,1,0,1,0,1,0,0
494566089,5.0112305,3.3322265,1,0,1,0,1,0,0
495066078,5.043457,3.3306153,1,0,1,0,1,0,0
495566133,5.016064,3.3306153,1,0,1,0,1,0,0
496066711,5.0128417,3.3306153,1,0,1,0,1,0,0
496566137,5.0466795,3.3322265,1,0,1,0,1,0,0
497066074,5.041846,3.3322265,1,0,1,0,1,0,0
497566079,5.014453,3.3306153,1,0,1,0,1,0,0
498066451,4.95,3.3290038,1,0,1,0,1,0,0
498566076,5.043457,3.3322265,1,0,1,0,1,0,0
499066075,4.9467773,3.3290038,1,0,1,0,1,0,0
499566081,5.0724607,3.3290038,1,0,1,0,1,0,0
500066141,4.966113,3.3306153,1,0,1,0,1,0,0
