timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
208624080,4.920996,3.3322265,1,0,1,0,1,0,0
208634087,4.9467773,3.3290038,1,0,1,0,1,0,0
209124078,5.014453,3.3290038,1,0,1,0,1,0,0
209624289,4.9983397,3.3290038,1,0,1,0,1,0,0
210124077,4.940332,3.3290038,1,0,1,0,1,0,0
210624133,5.0225096,3.3290038,1,0,1,0,1,0,0
211124110,5.0257325,3.3290038,1,0,1,0,1,0,0
211624078,5.019287,3.3290038,1,0,1,0,1,0,0
212124516,5.014453,3.3290038,1,0,1,0,1,0,0
212624112,5.0273438,3.3273926,1,0,1,0,1,0,0
213124076,5.0208983,3.3290038,1,0,1,0,1,0,0
213624120,5.024121,3.3290038,1,0,1,0,1,0,0
214124436,4.999951,3.3290038,1,0,1,0,1,0,0
214624079,5.0225096,3.3322265,1,0,1,0,1,0,0
215124187,5.0225096,3.3290038,1,0,1,0,1,0,0
215624077,5.0208983,3.3290038,1,0,1,0,1,0,0
216124081,4.9177732,3.3290038,1,0,1,0,1,0,0
216624104,4.9967284,3.3290038,1,0,1,0,1,0,0
217124107,4.9983397,3.3290038,1,0,1,0,1,0,0
217624079,5.0225096,3.3290038,1,0,1,0,1,0,0
218124221,5.0015626,3.3290038,1,0,1,0,1,0,0
218624350,4.9983397,3.3306153,1,0,1,0,1,0,0
219124087,4.95,3.3306153,1,0,1,0,1,0,0
219624080,5.033789,3.3306153,1,0,1,0,1,0,0
