timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
18624941,4.882324,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
19134938,4.7421384,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
19624938,4.930664,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
20136133,4.945166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
20625089,4.655127,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
21124935,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
21624979,4.787256,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
22134991,4.6583495,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
22634938,4.92583,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
23125424,4.8791013,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
23624984,4.6970215,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
24124938,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
24625074,4.914551,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
25134938,4.688965,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
25634949,4.9483886,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
26124935,4.903271,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
26624938,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
27125224,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
27624938,4.882324,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
28124935,4.8952146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
