timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
26765944,4.930664,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
27265942,4.822705,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
27776497,4.7711425,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
28276267,4.8452635,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
28775938,4.940332,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
29275951,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
29775935,4.930664,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
30265979,4.927441,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
30765938,4.9242187,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
31265935,4.6970215,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
31777184,4.90166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
32276538,4.832373,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
32775974,4.7066894,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
33265936,4.9177732,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
33766022,4.9193845,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
34265938,4.714746,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
34766082,4.92583,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
35275935,4.9322753,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
35777580,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
36276827,4.9483886,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
36776415,4.9387207,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
