timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
79026069,4.999951,3.3306153,1,0,1,0,1,0,0
79036133,4.9870605,3.3290038,1,0,1,0,1,0,0
79526100,4.9967284,3.3322265,1,0,1,0,1,0,0
80036444,4.930664,3.3322265,1,0,1,0,1,0,0
80536083,4.9983397,3.3306153,1,0,1,0,1,0,0
81026071,5.024121,3.3306153,1,0,1,0,1,0,0
81536072,4.9338865,3.3306153,1,0,1,0,1,0,0
82026796,4.9967284,3.3306153,1,0,1,0,1,0,0
82526073,4.9983397,3.3306153,1,0,1,0,1,0,0
83026069,4.9983397,3.3306153,1,0,1,0,1,0,0
83526072,4.9983397,3.3322265,1,0,1,0,1,0,0
84036230,4.9983397,3.3306153,1,0,1,0,1,0,0
84536070,4.954834,3.3290038,1,0,1,0,1,0,0
85026070,4.999951,3.3290038,1,0,1,0,1,0,0
85526240,4.9983397,3.3290038,1,0,1,0,1,0,0
86026542,4.9322753,3.3322265,1,0,1,0,1,0,0
86526070,5.0208983,3.3306153,1,0,1,0,1,0,0
87026068,5.0015626,3.3322265,1,0,1,0,1,0,0
87536075,5.009619,3.3338377,1,0,1,0,1,0,0
88036188,4.988672,3.3290038,1,0,1,0,1,0,0
88536068,4.999951,3.3306153,1,0,1,0,1,0,0
89026069,4.9322753,3.3306153,1,0,1,0,1,0,0
89526071,4.9967284,3.3306153,1,0,1,0,1,0,0
90026437,4.9983397,3.3322265,1,0,1,0,1,0,0
90526073,5.030566,3.3322265,1,0,1,0,1,0,0
91036127,5.024121,3.3306153,1,0,1,0,1,0,0
91536069,4.9983397,3.3306153,1,0,1,0,1,0,0
92036081,4.9983397,3.3306153,1,0,1,0,1,0,0
92526071,4.9983397,3.3322265,1,0,1,0,1,0,0
93026073,4.9967284,3.3290038,1,0,1,0,1,0,0
93526131,4.9967284,3.3273926,1,0,1,0,1,0,0
94036327,5.0015626,3.3306153,1,0,1,0,1,0,0
94536106,4.993506,3.3290038,1,0,1,0,1,0,0
95036068,4.9983397,3.3306153,1,0,1,0,1,0,0
95536070,4.995117,3.3306153,1,0,1,0,1,0,0
96026071,5.0257325,3.3338377,1,0,1,0,1,0,0
96526122,5.0563474,3.3322265,1,0,1,0,1,0,0
97026069,4.9967284,3.3338377,1,0,1,0,1,0,0
97536091,4.995117,3.3306153,1,0,1,0,1,0,0
98036405,5.019287,3.3306153,1,0,1,0,1,0,0
98536127,5.003174,3.3306153,1,0,1,0,1,0,0
99036069,4.945166,3.3306153,1,0,1,0,1,0,0
99526071,5.003174,3.3306153,1,0,1,0,1,0,0
100026127,5.0208983,3.3322265,1,0,1,0,1,0,0
100526075,4.9967284,3.3306153,1,0,1,0,1,0,0
101026068,5.019287,3.3306153,1,0,1,0,1,0,0
101536079,5.017676,3.3322265,1,0,1,0,1,0,0
102036139,4.9612794,3.3306153,1,0,1,0,1,0,0
102526133,5.019287,3.3306153,1,0,1,0,1,0,0
103026070,5.0225096,3.3418944,1,0,1,0,1,0,0
103526073,4.920996,3.3290038,1,0,1,0,1,0,0
104026068,5.024121,3.3306153,1,0,1,0,1,0,0
104526069,4.9838376,3.3322265,1,0,1,0,1,0,0
105036068,5.0225096,3.3322265,1,0,1,0,1,0,0
105536088,4.9967284,3.3290038,1,0,1,0,1,0,0
106026104,5.024121,3.3290038,1,0,1,0,1,0,0
106526102,4.9338865,3.3290038,1,0,1,0,1,0,0
107026100,4.993506,3.3290038,1,0,1,0,1,0,0
107526093,5.0015626,3.3354492,1,0,1,0,1,0,0
108036097,4.995117,3.3322265,1,0,1,0,1,0,0
108536076,4.9967284,3.3354492,1,0,1,0,1,0,0
109036072,4.988672,3.3322265,1,0,1,0,1,0,0
109526072,5.0321774,3.3290038,1,0,1,0,1,0,0
110026172,4.916162,3.3306153,1,0,1,0,1,0,0
110527014,5.038623,3.3290038,1,0,1,0,1,0,0
111026263,4.8210936,3.3306153,1,0,1,0,1,0,0
111526205,4.92583,3.3322265,1,0,1,0,1,0,0
112036201,4.929053,3.3306153,1,0,1,0,1,0,0
112536468,4.822705,3.3306153,1,0,1,0,1,0,0
113036152,5.0112305,3.3290038,1,0,1,0,1,0,0
113526080,4.9483886,3.3290038,1,0,1,0,1,0,0
114036766,5.0450683,3.3306153,1,0,1,0,1,0,0
114526715,4.914551,3.3306153,1,0,1,0,1,0,0
