timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
256515219,4.813037,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
257014939,4.9177732,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
257514986,4.906494,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
258024935,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
258514949,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
259015287,4.929053,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
259514935,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
260015179,4.9081054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
260524944,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
261014967,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
261524938,4.8791013,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
262014938,4.6631837,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
262514985,4.8887696,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
263014938,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
263515431,4.8887696,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
264014938,4.911328,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
264514948,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
265024939,4.837207,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
265524935,4.8710446,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
266026745,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
266514938,4.6680174,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
267015988,4.951611,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
267514935,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
268014938,4.709912,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
268525032,4.8742676,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
269024940,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
269514938,4.680908,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
270014938,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
270515132,4.9000487,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
271014944,4.688965,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
271514966,4.729248,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
272024935,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
272514979,4.6454587,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
273015176,4.882324,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
273514935,4.887158,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
274015053,4.6535153,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
274514938,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
275015181,4.9967284,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
275524946,4.688965,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
276014979,4.856543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
276514935,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
277014938,4.650293,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
277515288,4.887158,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
278014935,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
278515142,4.9918942,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
279024994,4.8694334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
279524951,4.9467773,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
280014938,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
280514938,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
281014971,4.8952146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
281514938,4.90166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
282015411,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
282524938,4.882324,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
283024942,4.627734,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
283514935,4.887158,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
284014983,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
284514938,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
285014935,4.679297,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
285515045,4.891992,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
286024935,4.8791013,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
286516700,4.7340817,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
287016034,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
287515327,4.9532228,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
