timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
167345099,4.929053,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
167844936,4.9081054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
168355323,4.930664,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
168854960,4.8694334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
169344980,4.927441,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
169844938,4.867822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
170344938,4.9338865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
170845142,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
171344935,4.929053,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
171854935,4.9354978,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
172355293,4.9387207,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
172844938,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
173344938,4.862988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
173844938,4.666406,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
174345017,4.8839355,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
174845070,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
175344950,4.700244,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
175844952,4.9097166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
176344935,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
176844938,4.6583495,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
177345388,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
177844938,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
178355512,4.6712403,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
178855067,4.90166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
179354938,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
179845153,4.552002,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
180344940,4.8887696,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
180844936,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
181344977,4.6776853,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
181844935,4.6728516,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
182354935,5.009619,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
182855066,4.6873536,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
183344986,4.8936033,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
183845056,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
184355006,4.6937985,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
184844938,4.903271,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
185344938,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
185844938,4.87749,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
186345007,4.8968263,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
