timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
670993947,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
671493991,4.9193845,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
671993939,4.576172,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
672493936,4.920996,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
672995392,4.920996,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
673494956,4.547168,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
673994415,4.8581543,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
674493936,4.8500977,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
674993980,4.6486816,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
675493942,4.801758,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
675993939,4.903271,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
676494131,4.8984375,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
676993939,4.890381,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
677493940,4.941943,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
677995065,4.8645997,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
678494426,4.832373,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
678994110,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
679493939,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
679994104,4.8597655,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
680493939,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
680993943,4.9322753,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
681493943,4.8791013,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
681993979,4.880713,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
682494815,4.813037,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
682994787,4.611621,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
683494082,4.875879,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
683993941,4.7598634,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
684493939,4.563281,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
684993940,4.8694334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
685495873,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
685993939,4.5955076,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
686493936,4.9081054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
686994974,4.837207,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
687497946,4.8855467,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
687994300,4.8694334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
