timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
211736077,5.017676,3.3306153,1,0,1,0,1,0,0
211746118,5.0321774,3.3290038,1,0,1,0,1,0,0
212236076,5.014453,3.3290038,1,0,1,0,1,0,0
212746154,4.9371095,3.3241699,1,0,1,0,1,0,0
213236076,5.043457,3.3338377,1,0,1,0,1,0,0
213736201,5.014453,3.3290038,1,0,1,0,1,0,0
214236155,4.966113,3.3322265,1,0,1,0,1,0,0
214736927,5.043457,3.3306153,1,0,1,0,1,0,0
215236074,5.017676,3.3290038,1,0,1,0,1,0,0
215736079,4.9612794,3.3290038,1,0,1,0,1,0,0
216236081,5.0208983,3.3290038,1,0,1,0,1,0,0
216736679,5.043457,3.3338377,1,0,1,0,1,0,0
217236075,5.0208983,3.3306153,1,0,1,0,1,0,0
217736075,5.040234,3.3322265,1,0,1,0,1,0,0
218236106,5.0208983,3.3306153,1,0,1,0,1,0,0
218736180,5.019287,3.3322265,1,0,1,0,1,0,0
219236079,5.038623,3.3306153,1,0,1,0,1,0,0
219736074,5.014453,3.3322265,1,0,1,0,1,0,0
220236108,4.956445,3.3273926,1,0,1,0,1,0,0
220746089,5.041846,3.3290038,1,0,1,0,1,0,0
221237091,5.016064,3.3306153,1,0,1,0,1,0,0
221736134,5.0466795,3.3306153,1,0,1,0,1,0,0
222236103,5.017676,3.3290038,1,0,1,0,1,0,0
222736197,5.0208983,3.3306153,1,0,1,0,1,0,0
223236619,5.0225096,3.3306153,1,0,1,0,1,0,0
223736134,5.0112305,3.3322265,1,0,1,0,1,0,0
224236097,5.040234,3.3290038,1,0,1,0,1,0,0
224736081,4.940332,3.3306153,1,0,1,0,1,0,0
225236418,5.0370116,3.3290038,1,0,1,0,1,0,0
225736076,5.038623,3.3290038,1,0,1,0,1,0,0
226236077,5.0208983,3.3306153,1,0,1,0,1,0,0
226736075,5.0112305,3.3290038,1,0,1,0,1,0,0
227236217,5.017676,3.3306153,1,0,1,0,1,0,0
227736160,5.017676,3.3322265,1,0,1,0,1,0,0
228236106,5.014453,3.3273926,1,0,1,0,1,0,0
228736076,5.040234,3.3273926,1,0,1,0,1,0,0
229236171,5.014453,3.3290038,1,0,1,0,1,0,0
229736943,5.016064,3.3290038,1,0,1,0,1,0,0
230236190,4.964502,3.3290038,1,0,1,0,1,0,0
230736083,5.043457,3.3322265,1,0,1,0,1,0,0
231236079,5.014453,3.3273926,1,0,1,0,1,0,0
231746591,4.966113,3.3306153,1,0,1,0,1,0,0
232236076,5.019287,3.3290038,1,0,1,0,1,0,0
232736075,5.0112305,3.3322265,1,0,1,0,1,0,0
233236145,4.9677243,3.3290038,1,0,1,0,1,0,0
233736355,5.016064,3.3306153,1,0,1,0,1,0,0
234236078,5.017676,3.3290038,1,0,1,0,1,0,0
234736075,4.940332,3.3306153,1,0,1,0,1,0,0
235236081,5.040234,3.3322265,1,0,1,0,1,0,0
235736082,5.016064,3.3322265,1,0,1,0,1,0,0
236236105,4.9387207,3.325781,1,0,1,0,1,0,0
236736075,5.014453,3.3273926,1,0,1,0,1,0,0
237236217,5.0450683,3.3273926,1,0,1,0,1,0,0
237736111,4.940332,3.3290038,1,0,1,0,1,0,0
238236755,5.014453,3.3322265,1,0,1,0,1,0,0
238736076,5.0128417,3.3306153,1,0,1,0,1,0,0
239236075,5.0273438,3.3290038,1,0,1,0,1,0,0
239736113,5.017676,3.3306153,1,0,1,0,1,0,0
240236735,5.0466795,3.3338377,1,0,1,0,1,0,0
240736083,4.8952146,3.3322265,1,0,1,0,1,0,0
241236225,5.0482907,3.3290038,1,0,1,0,1,0,0
