timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
1686539089,4.9193845,3.3290038,1,0,1,0,1,0,0
1686549078,4.914551,3.3306153,1,0,1,0,1,0,0
1687039109,4.988672,3.3322265,1,0,1,0,1,0,0
1687549541,4.993506,3.3306153,1,0,1,0,1,0,0
1688049139,4.914551,3.3322265,1,0,1,0,1,0,0
1688539071,4.9918942,3.3322265,1,0,1,0,1,0,0
1689039080,5.009619,3.3322265,1,0,1,0,1,0,0
1689539718,4.916162,3.3322265,1,0,1,0,1,0,0
1690039201,5.014453,3.3338377,1,0,1,0,1,0,0
1690539073,5.017676,3.3322265,1,0,1,0,1,0,0
1691039071,4.920996,3.3306153,1,0,1,0,1,0,0
1691549907,4.9967284,3.3322265,1,0,1,0,1,0,0
1692049253,4.916162,3.3322265,1,0,1,0,1,0,0
1692539218,4.990283,3.3338377,1,0,1,0,1,0,0
1693039071,4.988672,3.3290038,1,0,1,0,1,0,0
1693539095,5.016064,3.3306153,1,0,1,0,1,0,0
1694039101,4.988672,3.3306153,1,0,1,0,1,0,0
1694539259,4.9967284,3.3322265,1,0,1,0,1,0,0
1695049126,4.920996,3.3322265,1,0,1,0,1,0,0
1695549072,4.993506,3.3322265,1,0,1,0,1,0,0
1696039073,4.993506,3.3306153,1,0,1,0,1,0,0
1696539072,5.016064,3.3322265,1,0,1,0,1,0,0
1697039327,5.017676,3.3338377,1,0,1,0,1,0,0
1697539077,5.016064,3.3322265,1,0,1,0,1,0,0
1698039071,4.9193845,3.3322265,1,0,1,0,1,0,0
1698549075,4.988672,3.3306153,1,0,1,0,1,0,0
1699049402,4.993506,3.3306153,1,0,1,0,1,0,0
1699539074,4.9097166,3.3322265,1,0,1,0,1,0,0
1700039070,5.0080075,3.3322265,1,0,1,0,1,0,0
1700539080,5.014453,3.3322265,1,0,1,0,1,0,0
1701039684,4.9435544,3.3338377,1,0,1,0,1,0,0
1701549083,5.016064,3.3322265,1,0,1,0,1,0,0
1702049073,5.0080075,3.3306153,1,0,1,0,1,0,0
1702549081,4.9242187,3.3322265,1,0,1,0,1,0,0
1703039819,4.9967284,3.3322265,1,0,1,0,1,0,0
1703539180,4.990283,3.3338377,1,0,1,0,1,0,0
1704039165,4.920996,3.3306153,1,0,1,0,1,0,0
1704539074,4.9967284,3.3354492,1,0,1,0,1,0,0
1705039071,4.988672,3.3322265,1,0,1,0,1,0,0
1705549107,4.9483886,3.3338377,1,0,1,0,1,0,0
1706049072,4.993506,3.3322265,1,0,1,0,1,0,0
1706539073,5.019287,3.3322265,1,0,1,0,1,0,0
1707039073,4.954834,3.3306153,1,0,1,0,1,0,0
1707539071,5.019287,3.3306153,1,0,1,0,1,0,0
1708039072,4.995117,3.3306153,1,0,1,0,1,0,0
1708549201,5.0015626,3.3322265,1,0,1,0,1,0,0
1709049072,4.993506,3.3322265,1,0,1,0,1,0,0
1709549076,4.9967284,3.3306153,1,0,1,0,1,0,0
1710039108,5.004785,3.3338377,1,0,1,0,1,0,0
1710539341,5.038623,3.3290038,1,0,1,0,1,0,0
1711039071,5.0225096,3.3322265,1,0,1,0,1,0,0
1711539100,5.0208983,3.3306153,1,0,1,0,1,0,0
1712039102,4.995117,3.3322265,1,0,1,0,1,0,0
1712549911,4.9322753,3.3306153,1,0,1,0,1,0,0
1713049074,4.9242187,3.3322265,1,0,1,0,1,0,0
1713539072,4.9967284,3.3322265,1,0,1,0,1,0,0
1714039072,4.995117,3.3322265,1,0,1,0,1,0,0
1714539692,4.9967284,3.3306153,1,0,1,0,1,0,0
1715039111,5.024121,3.3322265,1,0,1,0,1,0,0
1715539106,4.916162,3.3322265,1,0,1,0,1,0,0
1716049213,4.9322753,3.3322265,1,0,1,0,1,0,0
1716550041,5.016064,3.3322265,1,0,1,0,1,0,0
1717039073,4.9967284,3.3338377,1,0,1,0,1,0,0
1717539074,4.9983397,3.3306153,1,0,1,0,1,0,0
1718039105,5.014453,3.3290038,1,0,1,0,1,0,0
1718539106,4.9580564,3.3322265,1,0,1,0,1,0,0
1719039075,5.0015626,3.3306153,1,0,1,0,1,0,0
1719549072,4.9983397,3.3322265,1,0,1,0,1,0,0
1720049080,4.9967284,3.3306153,1,0,1,0,1,0,0
1720539072,4.9773927,3.3322265,1,0,1,0,1,0,0
1721039073,5.019287,3.3322265,1,0,1,0,1,0,0
1721539070,4.9322753,3.3306153,1,0,1,0,1,0,0
1722039195,5.0015626,3.3338377,1,0,1,0,1,0,0
1722539072,4.995117,3.3322265,1,0,1,0,1,0,0
1723049195,4.9338865,3.3322265,1,0,1,0,1,0,0
1723549117,5.0015626,3.3290038,1,0,1,0,1,0,0
1724039374,4.9983397,3.3306153,1,0,1,0,1,0,0
1724539072,4.9371095,3.3322265,1,0,1,0,1,0,0
1725039072,5.019287,3.3306153,1,0,1,0,1,0,0
1725539072,5.0015626,3.3322265,1,0,1,0,1,0,0
1726049658,5.019287,3.3306153,1,0,1,0,1,0,0
1726549073,5.024121,3.3322265,1,0,1,0,1,0,0
1727039071,5.0208983,3.3338377,1,0,1,0,1,0,0
1727539081,4.9580564,3.3354492,1,0,1,0,1,0,0
1728039679,5.014453,3.3338377,1,0,1,0,1,0,0
1728539077,5.0273438,3.3322265,1,0,1,0,1,0,0
1729039163,5.0208983,3.3322265,1,0,1,0,1,0,0
1729539241,5.053125,3.3306153,1,0,1,0,1,0,0
1730049972,4.975781,3.3306153,1,0,1,0,1,0,0
